dt_abertura;Semana;Ano;Mes;Dia;CurYTDFlag;LastYTDFlag;MesAno;Trimestre;SemanaAno;DiaSemana
10/03/1952;11;1952;mar;10;0;0;mar-1952;1º Trimestre;11-1952;seg
11/03/1952;11;1952;mar;11;0;0;mar-1952;1º Trimestre;11-1952;ter
12/03/1952;11;1952;mar;12;0;0;mar-1952;1º Trimestre;11-1952;qua
13/03/1952;11;1952;mar;13;0;0;mar-1952;1º Trimestre;11-1952;qui
14/03/1952;11;1952;mar;14;0;0;mar-1952;1º Trimestre;11-1952;sex
15/03/1952;11;1952;mar;15;0;0;mar-1952;1º Trimestre;11-1952;sáb
16/03/1952;12;1952;mar;16;0;0;mar-1952;1º Trimestre;12-1952;dom
17/03/1952;12;1952;mar;17;0;0;mar-1952;1º Trimestre;12-1952;seg
18/03/1952;12;1952;mar;18;0;0;mar-1952;1º Trimestre;12-1952;ter
19/03/1952;12;1952;mar;19;0;0;mar-1952;1º Trimestre;12-1952;qua
20/03/1952;12;1952;mar;20;0;0;mar-1952;1º Trimestre;12-1952;qui
21/03/1952;12;1952;mar;21;0;0;mar-1952;1º Trimestre;12-1952;sex
22/03/1952;12;1952;mar;22;0;0;mar-1952;1º Trimestre;12-1952;sáb
23/03/1952;13;1952;mar;23;0;0;mar-1952;1º Trimestre;13-1952;dom
24/03/1952;13;1952;mar;24;0;0;mar-1952;1º Trimestre;13-1952;seg
25/03/1952;13;1952;mar;25;0;0;mar-1952;1º Trimestre;13-1952;ter
26/03/1952;13;1952;mar;26;0;0;mar-1952;1º Trimestre;13-1952;qua
27/03/1952;13;1952;mar;27;0;0;mar-1952;1º Trimestre;13-1952;qui
28/03/1952;13;1952;mar;28;0;0;mar-1952;1º Trimestre;13-1952;sex
29/03/1952;13;1952;mar;29;0;0;mar-1952;1º Trimestre;13-1952;sáb
30/03/1952;14;1952;mar;30;0;0;mar-1952;1º Trimestre;14-1952;dom
31/03/1952;14;1952;mar;31;0;0;mar-1952;1º Trimestre;14-1952;seg
01/04/1952;14;1952;abr;1;0;0;abr-1952;2º Trimestre;14-1952;ter
02/04/1952;14;1952;abr;2;0;0;abr-1952;2º Trimestre;14-1952;qua
03/04/1952;14;1952;abr;3;0;0;abr-1952;2º Trimestre;14-1952;qui
04/04/1952;14;1952;abr;4;0;0;abr-1952;2º Trimestre;14-1952;sex
05/04/1952;14;1952;abr;5;0;0;abr-1952;2º Trimestre;14-1952;sáb
06/04/1952;15;1952;abr;6;0;0;abr-1952;2º Trimestre;15-1952;dom
07/04/1952;15;1952;abr;7;0;0;abr-1952;2º Trimestre;15-1952;seg
08/04/1952;15;1952;abr;8;0;0;abr-1952;2º Trimestre;15-1952;ter
09/04/1952;15;1952;abr;9;0;0;abr-1952;2º Trimestre;15-1952;qua
10/04/1952;15;1952;abr;10;0;0;abr-1952;2º Trimestre;15-1952;qui
11/04/1952;15;1952;abr;11;0;0;abr-1952;2º Trimestre;15-1952;sex
12/04/1952;15;1952;abr;12;0;0;abr-1952;2º Trimestre;15-1952;sáb
13/04/1952;16;1952;abr;13;0;0;abr-1952;2º Trimestre;16-1952;dom
14/04/1952;16;1952;abr;14;0;0;abr-1952;2º Trimestre;16-1952;seg
15/04/1952;16;1952;abr;15;0;0;abr-1952;2º Trimestre;16-1952;ter
16/04/1952;16;1952;abr;16;0;0;abr-1952;2º Trimestre;16-1952;qua
17/04/1952;16;1952;abr;17;0;0;abr-1952;2º Trimestre;16-1952;qui
18/04/1952;16;1952;abr;18;0;0;abr-1952;2º Trimestre;16-1952;sex
19/04/1952;16;1952;abr;19;0;0;abr-1952;2º Trimestre;16-1952;sáb
20/04/1952;17;1952;abr;20;0;0;abr-1952;2º Trimestre;17-1952;dom
21/04/1952;17;1952;abr;21;0;0;abr-1952;2º Trimestre;17-1952;seg
22/04/1952;17;1952;abr;22;0;0;abr-1952;2º Trimestre;17-1952;ter
23/04/1952;17;1952;abr;23;0;0;abr-1952;2º Trimestre;17-1952;qua
24/04/1952;17;1952;abr;24;0;0;abr-1952;2º Trimestre;17-1952;qui
25/04/1952;17;1952;abr;25;0;0;abr-1952;2º Trimestre;17-1952;sex
26/04/1952;17;1952;abr;26;0;0;abr-1952;2º Trimestre;17-1952;sáb
27/04/1952;18;1952;abr;27;0;0;abr-1952;2º Trimestre;18-1952;dom
28/04/1952;18;1952;abr;28;0;0;abr-1952;2º Trimestre;18-1952;seg
29/04/1952;18;1952;abr;29;0;0;abr-1952;2º Trimestre;18-1952;ter
30/04/1952;18;1952;abr;30;0;0;abr-1952;2º Trimestre;18-1952;qua
01/05/1952;18;1952;mai;1;0;0;mai-1952;2º Trimestre;18-1952;qui
02/05/1952;18;1952;mai;2;0;0;mai-1952;2º Trimestre;18-1952;sex
03/05/1952;18;1952;mai;3;0;0;mai-1952;2º Trimestre;18-1952;sáb
04/05/1952;19;1952;mai;4;0;0;mai-1952;2º Trimestre;19-1952;dom
05/05/1952;19;1952;mai;5;0;0;mai-1952;2º Trimestre;19-1952;seg
06/05/1952;19;1952;mai;6;0;0;mai-1952;2º Trimestre;19-1952;ter
07/05/1952;19;1952;mai;7;0;0;mai-1952;2º Trimestre;19-1952;qua
08/05/1952;19;1952;mai;8;0;0;mai-1952;2º Trimestre;19-1952;qui
09/05/1952;19;1952;mai;9;0;0;mai-1952;2º Trimestre;19-1952;sex
10/05/1952;19;1952;mai;10;0;0;mai-1952;2º Trimestre;19-1952;sáb
11/05/1952;20;1952;mai;11;0;0;mai-1952;2º Trimestre;20-1952;dom
12/05/1952;20;1952;mai;12;0;0;mai-1952;2º Trimestre;20-1952;seg
13/05/1952;20;1952;mai;13;0;0;mai-1952;2º Trimestre;20-1952;ter
14/05/1952;20;1952;mai;14;0;0;mai-1952;2º Trimestre;20-1952;qua
15/05/1952;20;1952;mai;15;0;0;mai-1952;2º Trimestre;20-1952;qui
16/05/1952;20;1952;mai;16;0;0;mai-1952;2º Trimestre;20-1952;sex
17/05/1952;20;1952;mai;17;0;0;mai-1952;2º Trimestre;20-1952;sáb
18/05/1952;21;1952;mai;18;0;0;mai-1952;2º Trimestre;21-1952;dom
19/05/1952;21;1952;mai;19;0;0;mai-1952;2º Trimestre;21-1952;seg
20/05/1952;21;1952;mai;20;0;0;mai-1952;2º Trimestre;21-1952;ter
21/05/1952;21;1952;mai;21;0;0;mai-1952;2º Trimestre;21-1952;qua
22/05/1952;21;1952;mai;22;0;0;mai-1952;2º Trimestre;21-1952;qui
23/05/1952;21;1952;mai;23;0;0;mai-1952;2º Trimestre;21-1952;sex
24/05/1952;21;1952;mai;24;0;0;mai-1952;2º Trimestre;21-1952;sáb
25/05/1952;22;1952;mai;25;0;0;mai-1952;2º Trimestre;22-1952;dom
26/05/1952;22;1952;mai;26;0;0;mai-1952;2º Trimestre;22-1952;seg
27/05/1952;22;1952;mai;27;0;0;mai-1952;2º Trimestre;22-1952;ter
28/05/1952;22;1952;mai;28;0;0;mai-1952;2º Trimestre;22-1952;qua
29/05/1952;22;1952;mai;29;0;0;mai-1952;2º Trimestre;22-1952;qui
30/05/1952;22;1952;mai;30;0;0;mai-1952;2º Trimestre;22-1952;sex
31/05/1952;22;1952;mai;31;0;0;mai-1952;2º Trimestre;22-1952;sáb
01/06/1952;23;1952;jun;1;0;0;jun-1952;2º Trimestre;23-1952;dom
02/06/1952;23;1952;jun;2;0;0;jun-1952;2º Trimestre;23-1952;seg
03/06/1952;23;1952;jun;3;0;0;jun-1952;2º Trimestre;23-1952;ter
04/06/1952;23;1952;jun;4;0;0;jun-1952;2º Trimestre;23-1952;qua
05/06/1952;23;1952;jun;5;0;0;jun-1952;2º Trimestre;23-1952;qui
06/06/1952;23;1952;jun;6;0;0;jun-1952;2º Trimestre;23-1952;sex
07/06/1952;23;1952;jun;7;0;0;jun-1952;2º Trimestre;23-1952;sáb
08/06/1952;24;1952;jun;8;0;0;jun-1952;2º Trimestre;24-1952;dom
09/06/1952;24;1952;jun;9;0;0;jun-1952;2º Trimestre;24-1952;seg
10/06/1952;24;1952;jun;10;0;0;jun-1952;2º Trimestre;24-1952;ter
11/06/1952;24;1952;jun;11;0;0;jun-1952;2º Trimestre;24-1952;qua
12/06/1952;24;1952;jun;12;0;0;jun-1952;2º Trimestre;24-1952;qui
13/06/1952;24;1952;jun;13;0;0;jun-1952;2º Trimestre;24-1952;sex
14/06/1952;24;1952;jun;14;0;0;jun-1952;2º Trimestre;24-1952;sáb
15/06/1952;25;1952;jun;15;0;0;jun-1952;2º Trimestre;25-1952;dom
16/06/1952;25;1952;jun;16;0;0;jun-1952;2º Trimestre;25-1952;seg
17/06/1952;25;1952;jun;17;0;0;jun-1952;2º Trimestre;25-1952;ter
18/06/1952;25;1952;jun;18;0;0;jun-1952;2º Trimestre;25-1952;qua
19/06/1952;25;1952;jun;19;0;0;jun-1952;2º Trimestre;25-1952;qui
20/06/1952;25;1952;jun;20;0;0;jun-1952;2º Trimestre;25-1952;sex
21/06/1952;25;1952;jun;21;0;0;jun-1952;2º Trimestre;25-1952;sáb
22/06/1952;26;1952;jun;22;0;0;jun-1952;2º Trimestre;26-1952;dom
23/06/1952;26;1952;jun;23;0;0;jun-1952;2º Trimestre;26-1952;seg
24/06/1952;26;1952;jun;24;0;0;jun-1952;2º Trimestre;26-1952;ter
25/06/1952;26;1952;jun;25;0;0;jun-1952;2º Trimestre;26-1952;qua
26/06/1952;26;1952;jun;26;0;0;jun-1952;2º Trimestre;26-1952;qui
27/06/1952;26;1952;jun;27;0;0;jun-1952;2º Trimestre;26-1952;sex
28/06/1952;26;1952;jun;28;0;0;jun-1952;2º Trimestre;26-1952;sáb
29/06/1952;27;1952;jun;29;0;0;jun-1952;2º Trimestre;27-1952;dom
30/06/1952;27;1952;jun;30;0;0;jun-1952;2º Trimestre;27-1952;seg
01/07/1952;27;1952;jul;1;0;0;jul-1952;3º Trimestre;27-1952;ter
02/07/1952;27;1952;jul;2;0;0;jul-1952;3º Trimestre;27-1952;qua
03/07/1952;27;1952;jul;3;0;0;jul-1952;3º Trimestre;27-1952;qui
04/07/1952;27;1952;jul;4;0;0;jul-1952;3º Trimestre;27-1952;sex
05/07/1952;27;1952;jul;5;0;0;jul-1952;3º Trimestre;27-1952;sáb
06/07/1952;28;1952;jul;6;0;0;jul-1952;3º Trimestre;28-1952;dom
07/07/1952;28;1952;jul;7;0;0;jul-1952;3º Trimestre;28-1952;seg
08/07/1952;28;1952;jul;8;0;0;jul-1952;3º Trimestre;28-1952;ter
09/07/1952;28;1952;jul;9;0;0;jul-1952;3º Trimestre;28-1952;qua
10/07/1952;28;1952;jul;10;0;0;jul-1952;3º Trimestre;28-1952;qui
11/07/1952;28;1952;jul;11;0;0;jul-1952;3º Trimestre;28-1952;sex
12/07/1952;28;1952;jul;12;0;0;jul-1952;3º Trimestre;28-1952;sáb
13/07/1952;29;1952;jul;13;0;0;jul-1952;3º Trimestre;29-1952;dom
14/07/1952;29;1952;jul;14;0;0;jul-1952;3º Trimestre;29-1952;seg
15/07/1952;29;1952;jul;15;0;0;jul-1952;3º Trimestre;29-1952;ter
16/07/1952;29;1952;jul;16;0;0;jul-1952;3º Trimestre;29-1952;qua
17/07/1952;29;1952;jul;17;0;0;jul-1952;3º Trimestre;29-1952;qui
18/07/1952;29;1952;jul;18;0;0;jul-1952;3º Trimestre;29-1952;sex
19/07/1952;29;1952;jul;19;0;0;jul-1952;3º Trimestre;29-1952;sáb
20/07/1952;30;1952;jul;20;0;0;jul-1952;3º Trimestre;30-1952;dom
21/07/1952;30;1952;jul;21;0;0;jul-1952;3º Trimestre;30-1952;seg
22/07/1952;30;1952;jul;22;0;0;jul-1952;3º Trimestre;30-1952;ter
23/07/1952;30;1952;jul;23;0;0;jul-1952;3º Trimestre;30-1952;qua
24/07/1952;30;1952;jul;24;0;0;jul-1952;3º Trimestre;30-1952;qui
25/07/1952;30;1952;jul;25;0;0;jul-1952;3º Trimestre;30-1952;sex
26/07/1952;30;1952;jul;26;0;0;jul-1952;3º Trimestre;30-1952;sáb
27/07/1952;31;1952;jul;27;0;0;jul-1952;3º Trimestre;31-1952;dom
28/07/1952;31;1952;jul;28;0;0;jul-1952;3º Trimestre;31-1952;seg
29/07/1952;31;1952;jul;29;0;0;jul-1952;3º Trimestre;31-1952;ter
30/07/1952;31;1952;jul;30;0;0;jul-1952;3º Trimestre;31-1952;qua
31/07/1952;31;1952;jul;31;0;0;jul-1952;3º Trimestre;31-1952;qui
01/08/1952;31;1952;ago;1;0;0;ago-1952;3º Trimestre;31-1952;sex
02/08/1952;31;1952;ago;2;0;0;ago-1952;3º Trimestre;31-1952;sáb
03/08/1952;32;1952;ago;3;0;0;ago-1952;3º Trimestre;32-1952;dom
04/08/1952;32;1952;ago;4;0;0;ago-1952;3º Trimestre;32-1952;seg
05/08/1952;32;1952;ago;5;0;0;ago-1952;3º Trimestre;32-1952;ter
06/08/1952;32;1952;ago;6;0;0;ago-1952;3º Trimestre;32-1952;qua
07/08/1952;32;1952;ago;7;0;0;ago-1952;3º Trimestre;32-1952;qui
08/08/1952;32;1952;ago;8;0;0;ago-1952;3º Trimestre;32-1952;sex
09/08/1952;32;1952;ago;9;0;0;ago-1952;3º Trimestre;32-1952;sáb
10/08/1952;33;1952;ago;10;0;0;ago-1952;3º Trimestre;33-1952;dom
11/08/1952;33;1952;ago;11;0;0;ago-1952;3º Trimestre;33-1952;seg
12/08/1952;33;1952;ago;12;0;0;ago-1952;3º Trimestre;33-1952;ter
13/08/1952;33;1952;ago;13;0;0;ago-1952;3º Trimestre;33-1952;qua
14/08/1952;33;1952;ago;14;0;0;ago-1952;3º Trimestre;33-1952;qui
15/08/1952;33;1952;ago;15;0;0;ago-1952;3º Trimestre;33-1952;sex
16/08/1952;33;1952;ago;16;0;0;ago-1952;3º Trimestre;33-1952;sáb
17/08/1952;34;1952;ago;17;0;0;ago-1952;3º Trimestre;34-1952;dom
18/08/1952;34;1952;ago;18;0;0;ago-1952;3º Trimestre;34-1952;seg
19/08/1952;34;1952;ago;19;0;0;ago-1952;3º Trimestre;34-1952;ter
20/08/1952;34;1952;ago;20;0;0;ago-1952;3º Trimestre;34-1952;qua
21/08/1952;34;1952;ago;21;0;0;ago-1952;3º Trimestre;34-1952;qui
22/08/1952;34;1952;ago;22;0;0;ago-1952;3º Trimestre;34-1952;sex
23/08/1952;34;1952;ago;23;0;0;ago-1952;3º Trimestre;34-1952;sáb
24/08/1952;35;1952;ago;24;0;0;ago-1952;3º Trimestre;35-1952;dom
25/08/1952;35;1952;ago;25;0;0;ago-1952;3º Trimestre;35-1952;seg
26/08/1952;35;1952;ago;26;0;0;ago-1952;3º Trimestre;35-1952;ter
27/08/1952;35;1952;ago;27;0;0;ago-1952;3º Trimestre;35-1952;qua
28/08/1952;35;1952;ago;28;0;0;ago-1952;3º Trimestre;35-1952;qui
29/08/1952;35;1952;ago;29;0;0;ago-1952;3º Trimestre;35-1952;sex
30/08/1952;35;1952;ago;30;0;0;ago-1952;3º Trimestre;35-1952;sáb
31/08/1952;36;1952;ago;31;0;0;ago-1952;3º Trimestre;36-1952;dom
01/09/1952;36;1952;set;1;0;0;set-1952;3º Trimestre;36-1952;seg
02/09/1952;36;1952;set;2;0;0;set-1952;3º Trimestre;36-1952;ter
03/09/1952;36;1952;set;3;0;0;set-1952;3º Trimestre;36-1952;qua
04/09/1952;36;1952;set;4;0;0;set-1952;3º Trimestre;36-1952;qui
05/09/1952;36;1952;set;5;0;0;set-1952;3º Trimestre;36-1952;sex
06/09/1952;36;1952;set;6;0;0;set-1952;3º Trimestre;36-1952;sáb
07/09/1952;37;1952;set;7;0;0;set-1952;3º Trimestre;37-1952;dom
08/09/1952;37;1952;set;8;0;0;set-1952;3º Trimestre;37-1952;seg
09/09/1952;37;1952;set;9;0;0;set-1952;3º Trimestre;37-1952;ter
10/09/1952;37;1952;set;10;0;0;set-1952;3º Trimestre;37-1952;qua
11/09/1952;37;1952;set;11;0;0;set-1952;3º Trimestre;37-1952;qui
12/09/1952;37;1952;set;12;0;0;set-1952;3º Trimestre;37-1952;sex
13/09/1952;37;1952;set;13;0;0;set-1952;3º Trimestre;37-1952;sáb
14/09/1952;38;1952;set;14;0;0;set-1952;3º Trimestre;38-1952;dom
15/09/1952;38;1952;set;15;0;0;set-1952;3º Trimestre;38-1952;seg
16/09/1952;38;1952;set;16;0;0;set-1952;3º Trimestre;38-1952;ter
17/09/1952;38;1952;set;17;0;0;set-1952;3º Trimestre;38-1952;qua
18/09/1952;38;1952;set;18;0;0;set-1952;3º Trimestre;38-1952;qui
19/09/1952;38;1952;set;19;0;0;set-1952;3º Trimestre;38-1952;sex
20/09/1952;38;1952;set;20;0;0;set-1952;3º Trimestre;38-1952;sáb
21/09/1952;39;1952;set;21;0;0;set-1952;3º Trimestre;39-1952;dom
22/09/1952;39;1952;set;22;0;0;set-1952;3º Trimestre;39-1952;seg
23/09/1952;39;1952;set;23;0;0;set-1952;3º Trimestre;39-1952;ter
24/09/1952;39;1952;set;24;0;0;set-1952;3º Trimestre;39-1952;qua
25/09/1952;39;1952;set;25;0;0;set-1952;3º Trimestre;39-1952;qui
26/09/1952;39;1952;set;26;0;0;set-1952;3º Trimestre;39-1952;sex
27/09/1952;39;1952;set;27;0;0;set-1952;3º Trimestre;39-1952;sáb
28/09/1952;40;1952;set;28;0;0;set-1952;3º Trimestre;40-1952;dom
29/09/1952;40;1952;set;29;0;0;set-1952;3º Trimestre;40-1952;seg
30/09/1952;40;1952;set;30;0;0;set-1952;3º Trimestre;40-1952;ter
01/10/1952;40;1952;out;1;0;0;out-1952;4º Trimestre;40-1952;qua
02/10/1952;40;1952;out;2;0;0;out-1952;4º Trimestre;40-1952;qui
03/10/1952;40;1952;out;3;0;0;out-1952;4º Trimestre;40-1952;sex
04/10/1952;40;1952;out;4;0;0;out-1952;4º Trimestre;40-1952;sáb
05/10/1952;41;1952;out;5;0;0;out-1952;4º Trimestre;41-1952;dom
06/10/1952;41;1952;out;6;0;0;out-1952;4º Trimestre;41-1952;seg
07/10/1952;41;1952;out;7;0;0;out-1952;4º Trimestre;41-1952;ter
08/10/1952;41;1952;out;8;0;0;out-1952;4º Trimestre;41-1952;qua
09/10/1952;41;1952;out;9;0;0;out-1952;4º Trimestre;41-1952;qui
10/10/1952;41;1952;out;10;0;0;out-1952;4º Trimestre;41-1952;sex
11/10/1952;41;1952;out;11;0;0;out-1952;4º Trimestre;41-1952;sáb
12/10/1952;42;1952;out;12;0;0;out-1952;4º Trimestre;42-1952;dom
13/10/1952;42;1952;out;13;0;0;out-1952;4º Trimestre;42-1952;seg
14/10/1952;42;1952;out;14;0;0;out-1952;4º Trimestre;42-1952;ter
15/10/1952;42;1952;out;15;0;0;out-1952;4º Trimestre;42-1952;qua
16/10/1952;42;1952;out;16;0;0;out-1952;4º Trimestre;42-1952;qui
17/10/1952;42;1952;out;17;0;0;out-1952;4º Trimestre;42-1952;sex
18/10/1952;42;1952;out;18;0;0;out-1952;4º Trimestre;42-1952;sáb
19/10/1952;43;1952;out;19;0;0;out-1952;4º Trimestre;43-1952;dom
20/10/1952;43;1952;out;20;0;0;out-1952;4º Trimestre;43-1952;seg
21/10/1952;43;1952;out;21;0;0;out-1952;4º Trimestre;43-1952;ter
22/10/1952;43;1952;out;22;0;0;out-1952;4º Trimestre;43-1952;qua
23/10/1952;43;1952;out;23;0;0;out-1952;4º Trimestre;43-1952;qui
24/10/1952;43;1952;out;24;0;0;out-1952;4º Trimestre;43-1952;sex
25/10/1952;43;1952;out;25;0;0;out-1952;4º Trimestre;43-1952;sáb
26/10/1952;44;1952;out;26;0;0;out-1952;4º Trimestre;44-1952;dom
27/10/1952;44;1952;out;27;0;0;out-1952;4º Trimestre;44-1952;seg
28/10/1952;44;1952;out;28;0;0;out-1952;4º Trimestre;44-1952;ter
29/10/1952;44;1952;out;29;0;0;out-1952;4º Trimestre;44-1952;qua
30/10/1952;44;1952;out;30;0;0;out-1952;4º Trimestre;44-1952;qui
31/10/1952;44;1952;out;31;0;0;out-1952;4º Trimestre;44-1952;sex
01/11/1952;44;1952;nov;1;0;0;nov-1952;4º Trimestre;44-1952;sáb
02/11/1952;45;1952;nov;2;0;0;nov-1952;4º Trimestre;45-1952;dom
03/11/1952;45;1952;nov;3;0;0;nov-1952;4º Trimestre;45-1952;seg
04/11/1952;45;1952;nov;4;0;0;nov-1952;4º Trimestre;45-1952;ter
05/11/1952;45;1952;nov;5;0;0;nov-1952;4º Trimestre;45-1952;qua
06/11/1952;45;1952;nov;6;0;0;nov-1952;4º Trimestre;45-1952;qui
07/11/1952;45;1952;nov;7;0;0;nov-1952;4º Trimestre;45-1952;sex
08/11/1952;45;1952;nov;8;0;0;nov-1952;4º Trimestre;45-1952;sáb
09/11/1952;46;1952;nov;9;0;0;nov-1952;4º Trimestre;46-1952;dom
10/11/1952;46;1952;nov;10;0;0;nov-1952;4º Trimestre;46-1952;seg
11/11/1952;46;1952;nov;11;0;0;nov-1952;4º Trimestre;46-1952;ter
12/11/1952;46;1952;nov;12;0;0;nov-1952;4º Trimestre;46-1952;qua
13/11/1952;46;1952;nov;13;0;0;nov-1952;4º Trimestre;46-1952;qui
14/11/1952;46;1952;nov;14;0;0;nov-1952;4º Trimestre;46-1952;sex
15/11/1952;46;1952;nov;15;0;0;nov-1952;4º Trimestre;46-1952;sáb
16/11/1952;47;1952;nov;16;0;0;nov-1952;4º Trimestre;47-1952;dom
17/11/1952;47;1952;nov;17;0;0;nov-1952;4º Trimestre;47-1952;seg
18/11/1952;47;1952;nov;18;0;0;nov-1952;4º Trimestre;47-1952;ter
19/11/1952;47;1952;nov;19;0;0;nov-1952;4º Trimestre;47-1952;qua
20/11/1952;47;1952;nov;20;0;0;nov-1952;4º Trimestre;47-1952;qui
21/11/1952;47;1952;nov;21;0;0;nov-1952;4º Trimestre;47-1952;sex
22/11/1952;47;1952;nov;22;0;0;nov-1952;4º Trimestre;47-1952;sáb
23/11/1952;48;1952;nov;23;0;0;nov-1952;4º Trimestre;48-1952;dom
24/11/1952;48;1952;nov;24;0;0;nov-1952;4º Trimestre;48-1952;seg
25/11/1952;48;1952;nov;25;0;0;nov-1952;4º Trimestre;48-1952;ter
26/11/1952;48;1952;nov;26;0;0;nov-1952;4º Trimestre;48-1952;qua
27/11/1952;48;1952;nov;27;0;0;nov-1952;4º Trimestre;48-1952;qui
28/11/1952;48;1952;nov;28;0;0;nov-1952;4º Trimestre;48-1952;sex
29/11/1952;48;1952;nov;29;0;0;nov-1952;4º Trimestre;48-1952;sáb
30/11/1952;49;1952;nov;30;0;0;nov-1952;4º Trimestre;49-1952;dom
01/12/1952;49;1952;dez;1;0;0;dez-1952;4º Trimestre;49-1952;seg
02/12/1952;49;1952;dez;2;0;0;dez-1952;4º Trimestre;49-1952;ter
03/12/1952;49;1952;dez;3;0;0;dez-1952;4º Trimestre;49-1952;qua
04/12/1952;49;1952;dez;4;0;0;dez-1952;4º Trimestre;49-1952;qui
05/12/1952;49;1952;dez;5;0;0;dez-1952;4º Trimestre;49-1952;sex
06/12/1952;49;1952;dez;6;0;0;dez-1952;4º Trimestre;49-1952;sáb
07/12/1952;50;1952;dez;7;0;0;dez-1952;4º Trimestre;50-1952;dom
08/12/1952;50;1952;dez;8;0;0;dez-1952;4º Trimestre;50-1952;seg
09/12/1952;50;1952;dez;9;0;0;dez-1952;4º Trimestre;50-1952;ter
10/12/1952;50;1952;dez;10;0;0;dez-1952;4º Trimestre;50-1952;qua
11/12/1952;50;1952;dez;11;0;0;dez-1952;4º Trimestre;50-1952;qui
12/12/1952;50;1952;dez;12;0;0;dez-1952;4º Trimestre;50-1952;sex
13/12/1952;50;1952;dez;13;0;0;dez-1952;4º Trimestre;50-1952;sáb
14/12/1952;51;1952;dez;14;0;0;dez-1952;4º Trimestre;51-1952;dom
15/12/1952;51;1952;dez;15;0;0;dez-1952;4º Trimestre;51-1952;seg
16/12/1952;51;1952;dez;16;0;0;dez-1952;4º Trimestre;51-1952;ter
17/12/1952;51;1952;dez;17;0;0;dez-1952;4º Trimestre;51-1952;qua
18/12/1952;51;1952;dez;18;0;0;dez-1952;4º Trimestre;51-1952;qui
19/12/1952;51;1952;dez;19;0;0;dez-1952;4º Trimestre;51-1952;sex
20/12/1952;51;1952;dez;20;0;0;dez-1952;4º Trimestre;51-1952;sáb
21/12/1952;52;1952;dez;21;0;0;dez-1952;4º Trimestre;52-1952;dom
22/12/1952;52;1952;dez;22;0;0;dez-1952;4º Trimestre;52-1952;seg
23/12/1952;52;1952;dez;23;0;0;dez-1952;4º Trimestre;52-1952;ter
24/12/1952;52;1952;dez;24;0;0;dez-1952;4º Trimestre;52-1952;qua
25/12/1952;52;1952;dez;25;0;0;dez-1952;4º Trimestre;52-1952;qui
26/12/1952;52;1952;dez;26;0;0;dez-1952;4º Trimestre;52-1952;sex
27/12/1952;52;1952;dez;27;0;0;dez-1952;4º Trimestre;52-1952;sáb
28/12/1952;53;1952;dez;28;0;0;dez-1952;4º Trimestre;53-1952;dom
29/12/1952;53;1952;dez;29;0;0;dez-1952;4º Trimestre;53-1953;seg
30/12/1952;53;1952;dez;30;0;0;dez-1952;4º Trimestre;53-1953;ter
31/12/1952;53;1952;dez;31;0;0;dez-1952;4º Trimestre;53-1953;qua
01/01/1953;1;1953;jan;1;0;0;jan-1953;1º Trimestre;53-1953;qui
02/01/1953;1;1953;jan;2;0;0;jan-1953;1º Trimestre;53-1953;sex
03/01/1953;1;1953;jan;3;0;0;jan-1953;1º Trimestre;53-1953;sáb
04/01/1953;2;1953;jan;4;0;0;jan-1953;1º Trimestre;2-1953;dom
05/01/1953;2;1953;jan;5;0;0;jan-1953;1º Trimestre;2-1953;seg
06/01/1953;2;1953;jan;6;0;0;jan-1953;1º Trimestre;2-1953;ter
07/01/1953;2;1953;jan;7;0;0;jan-1953;1º Trimestre;2-1953;qua
08/01/1953;2;1953;jan;8;0;0;jan-1953;1º Trimestre;2-1953;qui
09/01/1953;2;1953;jan;9;0;0;jan-1953;1º Trimestre;2-1953;sex
10/01/1953;2;1953;jan;10;0;0;jan-1953;1º Trimestre;2-1953;sáb
11/01/1953;3;1953;jan;11;0;0;jan-1953;1º Trimestre;3-1953;dom
12/01/1953;3;1953;jan;12;0;0;jan-1953;1º Trimestre;3-1953;seg
13/01/1953;3;1953;jan;13;0;0;jan-1953;1º Trimestre;3-1953;ter
14/01/1953;3;1953;jan;14;0;0;jan-1953;1º Trimestre;3-1953;qua
15/01/1953;3;1953;jan;15;0;0;jan-1953;1º Trimestre;3-1953;qui
16/01/1953;3;1953;jan;16;0;0;jan-1953;1º Trimestre;3-1953;sex
17/01/1953;3;1953;jan;17;0;0;jan-1953;1º Trimestre;3-1953;sáb
18/01/1953;4;1953;jan;18;0;0;jan-1953;1º Trimestre;4-1953;dom
19/01/1953;4;1953;jan;19;0;0;jan-1953;1º Trimestre;4-1953;seg
20/01/1953;4;1953;jan;20;0;0;jan-1953;1º Trimestre;4-1953;ter
21/01/1953;4;1953;jan;21;0;0;jan-1953;1º Trimestre;4-1953;qua
22/01/1953;4;1953;jan;22;0;0;jan-1953;1º Trimestre;4-1953;qui
23/01/1953;4;1953;jan;23;0;0;jan-1953;1º Trimestre;4-1953;sex
24/01/1953;4;1953;jan;24;0;0;jan-1953;1º Trimestre;4-1953;sáb
25/01/1953;5;1953;jan;25;0;0;jan-1953;1º Trimestre;5-1953;dom
26/01/1953;5;1953;jan;26;0;0;jan-1953;1º Trimestre;5-1953;seg
27/01/1953;5;1953;jan;27;0;0;jan-1953;1º Trimestre;5-1953;ter
28/01/1953;5;1953;jan;28;0;0;jan-1953;1º Trimestre;5-1953;qua
