dt_abertura;Semana;Ano;Mes;Dia;CurYTDFlag;LastYTDFlag;MesAno;Trimestre;SemanaAno;DiaSemana
28/09/1984;39;1984;set;28;0;0;set-1984;3º Trimestre;39-1984;sex
29/09/1984;39;1984;set;29;0;0;set-1984;3º Trimestre;39-1984;sáb
30/09/1984;40;1984;set;30;0;0;set-1984;3º Trimestre;40-1984;dom
01/10/1984;40;1984;out;1;0;0;out-1984;4º Trimestre;40-1984;seg
02/10/1984;40;1984;out;2;0;0;out-1984;4º Trimestre;40-1984;ter
03/10/1984;40;1984;out;3;0;0;out-1984;4º Trimestre;40-1984;qua
04/10/1984;40;1984;out;4;0;0;out-1984;4º Trimestre;40-1984;qui
05/10/1984;40;1984;out;5;0;0;out-1984;4º Trimestre;40-1984;sex
06/10/1984;40;1984;out;6;0;0;out-1984;4º Trimestre;40-1984;sáb
07/10/1984;41;1984;out;7;0;0;out-1984;4º Trimestre;41-1984;dom
08/10/1984;41;1984;out;8;0;0;out-1984;4º Trimestre;41-1984;seg
09/10/1984;41;1984;out;9;0;0;out-1984;4º Trimestre;41-1984;ter
10/10/1984;41;1984;out;10;0;0;out-1984;4º Trimestre;41-1984;qua
11/10/1984;41;1984;out;11;0;0;out-1984;4º Trimestre;41-1984;qui
12/10/1984;41;1984;out;12;0;0;out-1984;4º Trimestre;41-1984;sex
13/10/1984;41;1984;out;13;0;0;out-1984;4º Trimestre;41-1984;sáb
14/10/1984;42;1984;out;14;0;0;out-1984;4º Trimestre;42-1984;dom
15/10/1984;42;1984;out;15;0;0;out-1984;4º Trimestre;42-1984;seg
16/10/1984;42;1984;out;16;0;0;out-1984;4º Trimestre;42-1984;ter
17/10/1984;42;1984;out;17;0;0;out-1984;4º Trimestre;42-1984;qua
18/10/1984;42;1984;out;18;0;0;out-1984;4º Trimestre;42-1984;qui
19/10/1984;42;1984;out;19;0;0;out-1984;4º Trimestre;42-1984;sex
20/10/1984;42;1984;out;20;0;0;out-1984;4º Trimestre;42-1984;sáb
21/10/1984;43;1984;out;21;0;0;out-1984;4º Trimestre;43-1984;dom
22/10/1984;43;1984;out;22;0;0;out-1984;4º Trimestre;43-1984;seg
23/10/1984;43;1984;out;23;0;0;out-1984;4º Trimestre;43-1984;ter
24/10/1984;43;1984;out;24;0;0;out-1984;4º Trimestre;43-1984;qua
25/10/1984;43;1984;out;25;0;0;out-1984;4º Trimestre;43-1984;qui
26/10/1984;43;1984;out;26;0;0;out-1984;4º Trimestre;43-1984;sex
27/10/1984;43;1984;out;27;0;0;out-1984;4º Trimestre;43-1984;sáb
28/10/1984;44;1984;out;28;0;0;out-1984;4º Trimestre;44-1984;dom
29/10/1984;44;1984;out;29;0;0;out-1984;4º Trimestre;44-1984;seg
30/10/1984;44;1984;out;30;0;0;out-1984;4º Trimestre;44-1984;ter
31/10/1984;44;1984;out;31;0;0;out-1984;4º Trimestre;44-1984;qua
01/11/1984;44;1984;nov;1;0;0;nov-1984;4º Trimestre;44-1984;qui
02/11/1984;44;1984;nov;2;0;0;nov-1984;4º Trimestre;44-1984;sex
03/11/1984;44;1984;nov;3;0;0;nov-1984;4º Trimestre;44-1984;sáb
04/11/1984;45;1984;nov;4;0;0;nov-1984;4º Trimestre;45-1984;dom
05/11/1984;45;1984;nov;5;0;0;nov-1984;4º Trimestre;45-1984;seg
06/11/1984;45;1984;nov;6;0;0;nov-1984;4º Trimestre;45-1984;ter
07/11/1984;45;1984;nov;7;0;0;nov-1984;4º Trimestre;45-1984;qua
08/11/1984;45;1984;nov;8;0;0;nov-1984;4º Trimestre;45-1984;qui
09/11/1984;45;1984;nov;9;0;0;nov-1984;4º Trimestre;45-1984;sex
10/11/1984;45;1984;nov;10;0;0;nov-1984;4º Trimestre;45-1984;sáb
11/11/1984;46;1984;nov;11;0;0;nov-1984;4º Trimestre;46-1984;dom
12/11/1984;46;1984;nov;12;0;0;nov-1984;4º Trimestre;46-1984;seg
13/11/1984;46;1984;nov;13;0;0;nov-1984;4º Trimestre;46-1984;ter
14/11/1984;46;1984;nov;14;0;0;nov-1984;4º Trimestre;46-1984;qua
15/11/1984;46;1984;nov;15;0;0;nov-1984;4º Trimestre;46-1984;qui
16/11/1984;46;1984;nov;16;0;0;nov-1984;4º Trimestre;46-1984;sex
17/11/1984;46;1984;nov;17;0;0;nov-1984;4º Trimestre;46-1984;sáb
18/11/1984;47;1984;nov;18;0;0;nov-1984;4º Trimestre;47-1984;dom
19/11/1984;47;1984;nov;19;0;0;nov-1984;4º Trimestre;47-1984;seg
20/11/1984;47;1984;nov;20;0;0;nov-1984;4º Trimestre;47-1984;ter
21/11/1984;47;1984;nov;21;0;0;nov-1984;4º Trimestre;47-1984;qua
22/11/1984;47;1984;nov;22;0;0;nov-1984;4º Trimestre;47-1984;qui
23/11/1984;47;1984;nov;23;0;0;nov-1984;4º Trimestre;47-1984;sex
24/11/1984;47;1984;nov;24;0;0;nov-1984;4º Trimestre;47-1984;sáb
25/11/1984;48;1984;nov;25;0;0;nov-1984;4º Trimestre;48-1984;dom
26/11/1984;48;1984;nov;26;0;0;nov-1984;4º Trimestre;48-1984;seg
27/11/1984;48;1984;nov;27;0;0;nov-1984;4º Trimestre;48-1984;ter
28/11/1984;48;1984;nov;28;0;0;nov-1984;4º Trimestre;48-1984;qua
29/11/1984;48;1984;nov;29;0;0;nov-1984;4º Trimestre;48-1984;qui
30/11/1984;48;1984;nov;30;0;0;nov-1984;4º Trimestre;48-1984;sex
01/12/1984;48;1984;dez;1;0;0;dez-1984;4º Trimestre;48-1984;sáb
02/12/1984;49;1984;dez;2;0;0;dez-1984;4º Trimestre;49-1984;dom
03/12/1984;49;1984;dez;3;0;0;dez-1984;4º Trimestre;49-1984;seg
04/12/1984;49;1984;dez;4;0;0;dez-1984;4º Trimestre;49-1984;ter
05/12/1984;49;1984;dez;5;0;0;dez-1984;4º Trimestre;49-1984;qua
06/12/1984;49;1984;dez;6;0;0;dez-1984;4º Trimestre;49-1984;qui
07/12/1984;49;1984;dez;7;0;0;dez-1984;4º Trimestre;49-1984;sex
08/12/1984;49;1984;dez;8;0;0;dez-1984;4º Trimestre;49-1984;sáb
09/12/1984;50;1984;dez;9;0;0;dez-1984;4º Trimestre;50-1984;dom
10/12/1984;50;1984;dez;10;0;0;dez-1984;4º Trimestre;50-1984;seg
11/12/1984;50;1984;dez;11;0;0;dez-1984;4º Trimestre;50-1984;ter
12/12/1984;50;1984;dez;12;0;0;dez-1984;4º Trimestre;50-1984;qua
13/12/1984;50;1984;dez;13;0;0;dez-1984;4º Trimestre;50-1984;qui
14/12/1984;50;1984;dez;14;0;0;dez-1984;4º Trimestre;50-1984;sex
15/12/1984;50;1984;dez;15;0;0;dez-1984;4º Trimestre;50-1984;sáb
16/12/1984;51;1984;dez;16;0;0;dez-1984;4º Trimestre;51-1984;dom
17/12/1984;51;1984;dez;17;0;0;dez-1984;4º Trimestre;51-1984;seg
18/12/1984;51;1984;dez;18;0;0;dez-1984;4º Trimestre;51-1984;ter
19/12/1984;51;1984;dez;19;0;0;dez-1984;4º Trimestre;51-1984;qua
20/12/1984;51;1984;dez;20;0;0;dez-1984;4º Trimestre;51-1984;qui
21/12/1984;51;1984;dez;21;0;0;dez-1984;4º Trimestre;51-1984;sex
22/12/1984;51;1984;dez;22;0;0;dez-1984;4º Trimestre;51-1984;sáb
23/12/1984;52;1984;dez;23;0;0;dez-1984;4º Trimestre;52-1984;dom
24/12/1984;52;1984;dez;24;0;0;dez-1984;4º Trimestre;52-1984;seg
25/12/1984;52;1984;dez;25;0;0;dez-1984;4º Trimestre;52-1984;ter
26/12/1984;52;1984;dez;26;0;0;dez-1984;4º Trimestre;52-1984;qua
27/12/1984;52;1984;dez;27;0;0;dez-1984;4º Trimestre;52-1984;qui
28/12/1984;52;1984;dez;28;0;0;dez-1984;4º Trimestre;52-1984;sex
29/12/1984;52;1984;dez;29;0;0;dez-1984;4º Trimestre;52-1984;sáb
30/12/1984;53;1984;dez;30;0;0;dez-1984;4º Trimestre;53-1984;dom
31/12/1984;53;1984;dez;31;0;0;dez-1984;4º Trimestre;53-1985;seg
01/01/1985;1;1985;jan;1;0;0;jan-1985;1º Trimestre;53-1985;ter
02/01/1985;1;1985;jan;2;0;0;jan-1985;1º Trimestre;53-1985;qua
03/01/1985;1;1985;jan;3;0;0;jan-1985;1º Trimestre;53-1985;qui
04/01/1985;1;1985;jan;4;0;0;jan-1985;1º Trimestre;53-1985;sex
05/01/1985;1;1985;jan;5;0;0;jan-1985;1º Trimestre;53-1985;sáb
06/01/1985;2;1985;jan;6;0;0;jan-1985;1º Trimestre;2-1985;dom
07/01/1985;2;1985;jan;7;0;0;jan-1985;1º Trimestre;2-1985;seg
08/01/1985;2;1985;jan;8;0;0;jan-1985;1º Trimestre;2-1985;ter
09/01/1985;2;1985;jan;9;0;0;jan-1985;1º Trimestre;2-1985;qua
10/01/1985;2;1985;jan;10;0;0;jan-1985;1º Trimestre;2-1985;qui
11/01/1985;2;1985;jan;11;0;0;jan-1985;1º Trimestre;2-1985;sex
12/01/1985;2;1985;jan;12;0;0;jan-1985;1º Trimestre;2-1985;sáb
13/01/1985;3;1985;jan;13;0;0;jan-1985;1º Trimestre;3-1985;dom
14/01/1985;3;1985;jan;14;0;0;jan-1985;1º Trimestre;3-1985;seg
15/01/1985;3;1985;jan;15;0;0;jan-1985;1º Trimestre;3-1985;ter
16/01/1985;3;1985;jan;16;0;0;jan-1985;1º Trimestre;3-1985;qua
17/01/1985;3;1985;jan;17;0;0;jan-1985;1º Trimestre;3-1985;qui
18/01/1985;3;1985;jan;18;0;0;jan-1985;1º Trimestre;3-1985;sex
19/01/1985;3;1985;jan;19;0;0;jan-1985;1º Trimestre;3-1985;sáb
20/01/1985;4;1985;jan;20;0;0;jan-1985;1º Trimestre;4-1985;dom
21/01/1985;4;1985;jan;21;0;0;jan-1985;1º Trimestre;4-1985;seg
22/01/1985;4;1985;jan;22;0;0;jan-1985;1º Trimestre;4-1985;ter
23/01/1985;4;1985;jan;23;0;0;jan-1985;1º Trimestre;4-1985;qua
24/01/1985;4;1985;jan;24;0;0;jan-1985;1º Trimestre;4-1985;qui
25/01/1985;4;1985;jan;25;0;0;jan-1985;1º Trimestre;4-1985;sex
26/01/1985;4;1985;jan;26;0;0;jan-1985;1º Trimestre;4-1985;sáb
27/01/1985;5;1985;jan;27;0;0;jan-1985;1º Trimestre;5-1985;dom
28/01/1985;5;1985;jan;28;0;0;jan-1985;1º Trimestre;5-1985;seg
29/01/1985;5;1985;jan;29;0;0;jan-1985;1º Trimestre;5-1985;ter
30/01/1985;5;1985;jan;30;0;0;jan-1985;1º Trimestre;5-1985;qua
31/01/1985;5;1985;jan;31;0;0;jan-1985;1º Trimestre;5-1985;qui
01/02/1985;5;1985;fev;1;0;0;fev-1985;1º Trimestre;5-1985;sex
02/02/1985;5;1985;fev;2;0;0;fev-1985;1º Trimestre;5-1985;sáb
03/02/1985;6;1985;fev;3;0;0;fev-1985;1º Trimestre;6-1985;dom
04/02/1985;6;1985;fev;4;0;0;fev-1985;1º Trimestre;6-1985;seg
05/02/1985;6;1985;fev;5;0;0;fev-1985;1º Trimestre;6-1985;ter
06/02/1985;6;1985;fev;6;0;0;fev-1985;1º Trimestre;6-1985;qua
07/02/1985;6;1985;fev;7;0;0;fev-1985;1º Trimestre;6-1985;qui
08/02/1985;6;1985;fev;8;0;0;fev-1985;1º Trimestre;6-1985;sex
09/02/1985;6;1985;fev;9;0;0;fev-1985;1º Trimestre;6-1985;sáb
10/02/1985;7;1985;fev;10;0;0;fev-1985;1º Trimestre;7-1985;dom
11/02/1985;7;1985;fev;11;0;0;fev-1985;1º Trimestre;7-1985;seg
12/02/1985;7;1985;fev;12;0;0;fev-1985;1º Trimestre;7-1985;ter
13/02/1985;7;1985;fev;13;0;0;fev-1985;1º Trimestre;7-1985;qua
14/02/1985;7;1985;fev;14;0;0;fev-1985;1º Trimestre;7-1985;qui
15/02/1985;7;1985;fev;15;0;0;fev-1985;1º Trimestre;7-1985;sex
16/02/1985;7;1985;fev;16;0;0;fev-1985;1º Trimestre;7-1985;sáb
17/02/1985;8;1985;fev;17;0;0;fev-1985;1º Trimestre;8-1985;dom
18/02/1985;8;1985;fev;18;0;0;fev-1985;1º Trimestre;8-1985;seg
19/02/1985;8;1985;fev;19;0;0;fev-1985;1º Trimestre;8-1985;ter
20/02/1985;8;1985;fev;20;0;0;fev-1985;1º Trimestre;8-1985;qua
21/02/1985;8;1985;fev;21;0;0;fev-1985;1º Trimestre;8-1985;qui
22/02/1985;8;1985;fev;22;0;0;fev-1985;1º Trimestre;8-1985;sex
23/02/1985;8;1985;fev;23;0;0;fev-1985;1º Trimestre;8-1985;sáb
24/02/1985;9;1985;fev;24;0;0;fev-1985;1º Trimestre;9-1985;dom
25/02/1985;9;1985;fev;25;0;0;fev-1985;1º Trimestre;9-1985;seg
26/02/1985;9;1985;fev;26;0;0;fev-1985;1º Trimestre;9-1985;ter
27/02/1985;9;1985;fev;27;0;0;fev-1985;1º Trimestre;9-1985;qua
28/02/1985;9;1985;fev;28;0;0;fev-1985;1º Trimestre;9-1985;qui
01/03/1985;9;1985;mar;1;0;0;mar-1985;1º Trimestre;9-1985;sex
02/03/1985;9;1985;mar;2;0;0;mar-1985;1º Trimestre;9-1985;sáb
03/03/1985;10;1985;mar;3;0;0;mar-1985;1º Trimestre;10-1985;dom
04/03/1985;10;1985;mar;4;0;0;mar-1985;1º Trimestre;10-1985;seg
05/03/1985;10;1985;mar;5;0;0;mar-1985;1º Trimestre;10-1985;ter
06/03/1985;10;1985;mar;6;0;0;mar-1985;1º Trimestre;10-1985;qua
07/03/1985;10;1985;mar;7;0;0;mar-1985;1º Trimestre;10-1985;qui
08/03/1985;10;1985;mar;8;0;0;mar-1985;1º Trimestre;10-1985;sex
09/03/1985;10;1985;mar;9;0;0;mar-1985;1º Trimestre;10-1985;sáb
10/03/1985;11;1985;mar;10;0;0;mar-1985;1º Trimestre;11-1985;dom
11/03/1985;11;1985;mar;11;0;0;mar-1985;1º Trimestre;11-1985;seg
12/03/1985;11;1985;mar;12;0;0;mar-1985;1º Trimestre;11-1985;ter
13/03/1985;11;1985;mar;13;0;0;mar-1985;1º Trimestre;11-1985;qua
14/03/1985;11;1985;mar;14;0;0;mar-1985;1º Trimestre;11-1985;qui
15/03/1985;11;1985;mar;15;0;0;mar-1985;1º Trimestre;11-1985;sex
16/03/1985;11;1985;mar;16;0;0;mar-1985;1º Trimestre;11-1985;sáb
17/03/1985;12;1985;mar;17;0;0;mar-1985;1º Trimestre;12-1985;dom
18/03/1985;12;1985;mar;18;0;0;mar-1985;1º Trimestre;12-1985;seg
19/03/1985;12;1985;mar;19;0;0;mar-1985;1º Trimestre;12-1985;ter
20/03/1985;12;1985;mar;20;0;0;mar-1985;1º Trimestre;12-1985;qua
21/03/1985;12;1985;mar;21;0;0;mar-1985;1º Trimestre;12-1985;qui
22/03/1985;12;1985;mar;22;0;0;mar-1985;1º Trimestre;12-1985;sex
23/03/1985;12;1985;mar;23;0;0;mar-1985;1º Trimestre;12-1985;sáb
24/03/1985;13;1985;mar;24;0;0;mar-1985;1º Trimestre;13-1985;dom
25/03/1985;13;1985;mar;25;0;0;mar-1985;1º Trimestre;13-1985;seg
26/03/1985;13;1985;mar;26;0;0;mar-1985;1º Trimestre;13-1985;ter
27/03/1985;13;1985;mar;27;0;0;mar-1985;1º Trimestre;13-1985;qua
28/03/1985;13;1985;mar;28;0;0;mar-1985;1º Trimestre;13-1985;qui
29/03/1985;13;1985;mar;29;0;0;mar-1985;1º Trimestre;13-1985;sex
30/03/1985;13;1985;mar;30;0;0;mar-1985;1º Trimestre;13-1985;sáb
31/03/1985;14;1985;mar;31;0;0;mar-1985;1º Trimestre;14-1985;dom
01/04/1985;14;1985;abr;1;0;0;abr-1985;2º Trimestre;14-1985;seg
02/04/1985;14;1985;abr;2;0;0;abr-1985;2º Trimestre;14-1985;ter
03/04/1985;14;1985;abr;3;0;0;abr-1985;2º Trimestre;14-1985;qua
04/04/1985;14;1985;abr;4;0;0;abr-1985;2º Trimestre;14-1985;qui
05/04/1985;14;1985;abr;5;0;0;abr-1985;2º Trimestre;14-1985;sex
06/04/1985;14;1985;abr;6;0;0;abr-1985;2º Trimestre;14-1985;sáb
07/04/1985;15;1985;abr;7;0;0;abr-1985;2º Trimestre;15-1985;dom
08/04/1985;15;1985;abr;8;0;0;abr-1985;2º Trimestre;15-1985;seg
09/04/1985;15;1985;abr;9;0;0;abr-1985;2º Trimestre;15-1985;ter
10/04/1985;15;1985;abr;10;0;0;abr-1985;2º Trimestre;15-1985;qua
11/04/1985;15;1985;abr;11;0;0;abr-1985;2º Trimestre;15-1985;qui
12/04/1985;15;1985;abr;12;0;0;abr-1985;2º Trimestre;15-1985;sex
13/04/1985;15;1985;abr;13;0;0;abr-1985;2º Trimestre;15-1985;sáb
14/04/1985;16;1985;abr;14;0;0;abr-1985;2º Trimestre;16-1985;dom
15/04/1985;16;1985;abr;15;0;0;abr-1985;2º Trimestre;16-1985;seg
16/04/1985;16;1985;abr;16;0;0;abr-1985;2º Trimestre;16-1985;ter
17/04/1985;16;1985;abr;17;0;0;abr-1985;2º Trimestre;16-1985;qua
18/04/1985;16;1985;abr;18;0;0;abr-1985;2º Trimestre;16-1985;qui
19/04/1985;16;1985;abr;19;0;0;abr-1985;2º Trimestre;16-1985;sex
20/04/1985;16;1985;abr;20;0;0;abr-1985;2º Trimestre;16-1985;sáb
21/04/1985;17;1985;abr;21;0;0;abr-1985;2º Trimestre;17-1985;dom
22/04/1985;17;1985;abr;22;0;0;abr-1985;2º Trimestre;17-1985;seg
23/04/1985;17;1985;abr;23;0;0;abr-1985;2º Trimestre;17-1985;ter
24/04/1985;17;1985;abr;24;0;0;abr-1985;2º Trimestre;17-1985;qua
25/04/1985;17;1985;abr;25;0;0;abr-1985;2º Trimestre;17-1985;qui
26/04/1985;17;1985;abr;26;0;0;abr-1985;2º Trimestre;17-1985;sex
27/04/1985;17;1985;abr;27;0;0;abr-1985;2º Trimestre;17-1985;sáb
28/04/1985;18;1985;abr;28;0;0;abr-1985;2º Trimestre;18-1985;dom
29/04/1985;18;1985;abr;29;0;0;abr-1985;2º Trimestre;18-1985;seg
30/04/1985;18;1985;abr;30;0;0;abr-1985;2º Trimestre;18-1985;ter
01/05/1985;18;1985;mai;1;0;0;mai-1985;2º Trimestre;18-1985;qua
02/05/1985;18;1985;mai;2;0;0;mai-1985;2º Trimestre;18-1985;qui
03/05/1985;18;1985;mai;3;0;0;mai-1985;2º Trimestre;18-1985;sex
04/05/1985;18;1985;mai;4;0;0;mai-1985;2º Trimestre;18-1985;sáb
05/05/1985;19;1985;mai;5;0;0;mai-1985;2º Trimestre;19-1985;dom
06/05/1985;19;1985;mai;6;0;0;mai-1985;2º Trimestre;19-1985;seg
07/05/1985;19;1985;mai;7;0;0;mai-1985;2º Trimestre;19-1985;ter
08/05/1985;19;1985;mai;8;0;0;mai-1985;2º Trimestre;19-1985;qua
09/05/1985;19;1985;mai;9;0;0;mai-1985;2º Trimestre;19-1985;qui
10/05/1985;19;1985;mai;10;0;0;mai-1985;2º Trimestre;19-1985;sex
11/05/1985;19;1985;mai;11;0;0;mai-1985;2º Trimestre;19-1985;sáb
12/05/1985;20;1985;mai;12;0;0;mai-1985;2º Trimestre;20-1985;dom
13/05/1985;20;1985;mai;13;0;0;mai-1985;2º Trimestre;20-1985;seg
14/05/1985;20;1985;mai;14;0;0;mai-1985;2º Trimestre;20-1985;ter
15/05/1985;20;1985;mai;15;0;0;mai-1985;2º Trimestre;20-1985;qua
16/05/1985;20;1985;mai;16;0;0;mai-1985;2º Trimestre;20-1985;qui
17/05/1985;20;1985;mai;17;0;0;mai-1985;2º Trimestre;20-1985;sex
18/05/1985;20;1985;mai;18;0;0;mai-1985;2º Trimestre;20-1985;sáb
19/05/1985;21;1985;mai;19;0;0;mai-1985;2º Trimestre;21-1985;dom
20/05/1985;21;1985;mai;20;0;0;mai-1985;2º Trimestre;21-1985;seg
21/05/1985;21;1985;mai;21;0;0;mai-1985;2º Trimestre;21-1985;ter
22/05/1985;21;1985;mai;22;0;0;mai-1985;2º Trimestre;21-1985;qua
23/05/1985;21;1985;mai;23;0;0;mai-1985;2º Trimestre;21-1985;qui
24/05/1985;21;1985;mai;24;0;0;mai-1985;2º Trimestre;21-1985;sex
25/05/1985;21;1985;mai;25;0;0;mai-1985;2º Trimestre;21-1985;sáb
26/05/1985;22;1985;mai;26;0;0;mai-1985;2º Trimestre;22-1985;dom
27/05/1985;22;1985;mai;27;0;0;mai-1985;2º Trimestre;22-1985;seg
28/05/1985;22;1985;mai;28;0;0;mai-1985;2º Trimestre;22-1985;ter
29/05/1985;22;1985;mai;29;0;0;mai-1985;2º Trimestre;22-1985;qua
30/05/1985;22;1985;mai;30;0;0;mai-1985;2º Trimestre;22-1985;qui
31/05/1985;22;1985;mai;31;0;0;mai-1985;2º Trimestre;22-1985;sex
01/06/1985;22;1985;jun;1;0;0;jun-1985;2º Trimestre;22-1985;sáb
02/06/1985;23;1985;jun;2;0;0;jun-1985;2º Trimestre;23-1985;dom
03/06/1985;23;1985;jun;3;0;0;jun-1985;2º Trimestre;23-1985;seg
04/06/1985;23;1985;jun;4;0;0;jun-1985;2º Trimestre;23-1985;ter
05/06/1985;23;1985;jun;5;0;0;jun-1985;2º Trimestre;23-1985;qua
06/06/1985;23;1985;jun;6;0;0;jun-1985;2º Trimestre;23-1985;qui
07/06/1985;23;1985;jun;7;0;0;jun-1985;2º Trimestre;23-1985;sex
08/06/1985;23;1985;jun;8;0;0;jun-1985;2º Trimestre;23-1985;sáb
09/06/1985;24;1985;jun;9;0;0;jun-1985;2º Trimestre;24-1985;dom
10/06/1985;24;1985;jun;10;0;0;jun-1985;2º Trimestre;24-1985;seg
11/06/1985;24;1985;jun;11;0;0;jun-1985;2º Trimestre;24-1985;ter
12/06/1985;24;1985;jun;12;0;0;jun-1985;2º Trimestre;24-1985;qua
13/06/1985;24;1985;jun;13;0;0;jun-1985;2º Trimestre;24-1985;qui
14/06/1985;24;1985;jun;14;0;0;jun-1985;2º Trimestre;24-1985;sex
15/06/1985;24;1985;jun;15;0;0;jun-1985;2º Trimestre;24-1985;sáb
16/06/1985;25;1985;jun;16;0;0;jun-1985;2º Trimestre;25-1985;dom
17/06/1985;25;1985;jun;17;0;0;jun-1985;2º Trimestre;25-1985;seg
18/06/1985;25;1985;jun;18;0;0;jun-1985;2º Trimestre;25-1985;ter
19/06/1985;25;1985;jun;19;0;0;jun-1985;2º Trimestre;25-1985;qua
20/06/1985;25;1985;jun;20;0;0;jun-1985;2º Trimestre;25-1985;qui
21/06/1985;25;1985;jun;21;0;0;jun-1985;2º Trimestre;25-1985;sex
22/06/1985;25;1985;jun;22;0;0;jun-1985;2º Trimestre;25-1985;sáb
23/06/1985;26;1985;jun;23;0;0;jun-1985;2º Trimestre;26-1985;dom
24/06/1985;26;1985;jun;24;0;0;jun-1985;2º Trimestre;26-1985;seg
25/06/1985;26;1985;jun;25;0;0;jun-1985;2º Trimestre;26-1985;ter
26/06/1985;26;1985;jun;26;0;0;jun-1985;2º Trimestre;26-1985;qua
27/06/1985;26;1985;jun;27;0;0;jun-1985;2º Trimestre;26-1985;qui
28/06/1985;26;1985;jun;28;0;0;jun-1985;2º Trimestre;26-1985;sex
29/06/1985;26;1985;jun;29;0;0;jun-1985;2º Trimestre;26-1985;sáb
30/06/1985;27;1985;jun;30;0;0;jun-1985;2º Trimestre;27-1985;dom
01/07/1985;27;1985;jul;1;0;0;jul-1985;3º Trimestre;27-1985;seg
02/07/1985;27;1985;jul;2;0;0;jul-1985;3º Trimestre;27-1985;ter
03/07/1985;27;1985;jul;3;0;0;jul-1985;3º Trimestre;27-1985;qua
04/07/1985;27;1985;jul;4;0;0;jul-1985;3º Trimestre;27-1985;qui
05/07/1985;27;1985;jul;5;0;0;jul-1985;3º Trimestre;27-1985;sex
06/07/1985;27;1985;jul;6;0;0;jul-1985;3º Trimestre;27-1985;sáb
07/07/1985;28;1985;jul;7;0;0;jul-1985;3º Trimestre;28-1985;dom
08/07/1985;28;1985;jul;8;0;0;jul-1985;3º Trimestre;28-1985;seg
09/07/1985;28;1985;jul;9;0;0;jul-1985;3º Trimestre;28-1985;ter
10/07/1985;28;1985;jul;10;0;0;jul-1985;3º Trimestre;28-1985;qua
11/07/1985;28;1985;jul;11;0;0;jul-1985;3º Trimestre;28-1985;qui
12/07/1985;28;1985;jul;12;0;0;jul-1985;3º Trimestre;28-1985;sex
13/07/1985;28;1985;jul;13;0;0;jul-1985;3º Trimestre;28-1985;sáb
14/07/1985;29;1985;jul;14;0;0;jul-1985;3º Trimestre;29-1985;dom
15/07/1985;29;1985;jul;15;0;0;jul-1985;3º Trimestre;29-1985;seg
16/07/1985;29;1985;jul;16;0;0;jul-1985;3º Trimestre;29-1985;ter
17/07/1985;29;1985;jul;17;0;0;jul-1985;3º Trimestre;29-1985;qua
18/07/1985;29;1985;jul;18;0;0;jul-1985;3º Trimestre;29-1985;qui
19/07/1985;29;1985;jul;19;0;0;jul-1985;3º Trimestre;29-1985;sex
20/07/1985;29;1985;jul;20;0;0;jul-1985;3º Trimestre;29-1985;sáb
21/07/1985;30;1985;jul;21;0;0;jul-1985;3º Trimestre;30-1985;dom
22/07/1985;30;1985;jul;22;0;0;jul-1985;3º Trimestre;30-1985;seg
23/07/1985;30;1985;jul;23;0;0;jul-1985;3º Trimestre;30-1985;ter
24/07/1985;30;1985;jul;24;0;0;jul-1985;3º Trimestre;30-1985;qua
25/07/1985;30;1985;jul;25;0;0;jul-1985;3º Trimestre;30-1985;qui
26/07/1985;30;1985;jul;26;0;0;jul-1985;3º Trimestre;30-1985;sex
27/07/1985;30;1985;jul;27;0;0;jul-1985;3º Trimestre;30-1985;sáb
28/07/1985;31;1985;jul;28;0;0;jul-1985;3º Trimestre;31-1985;dom
29/07/1985;31;1985;jul;29;0;0;jul-1985;3º Trimestre;31-1985;seg
30/07/1985;31;1985;jul;30;0;0;jul-1985;3º Trimestre;31-1985;ter
31/07/1985;31;1985;jul;31;0;0;jul-1985;3º Trimestre;31-1985;qua
01/08/1985;31;1985;ago;1;0;0;ago-1985;3º Trimestre;31-1985;qui
02/08/1985;31;1985;ago;2;0;0;ago-1985;3º Trimestre;31-1985;sex
03/08/1985;31;1985;ago;3;0;0;ago-1985;3º Trimestre;31-1985;sáb
04/08/1985;32;1985;ago;4;0;0;ago-1985;3º Trimestre;32-1985;dom
05/08/1985;32;1985;ago;5;0;0;ago-1985;3º Trimestre;32-1985;seg
06/08/1985;32;1985;ago;6;0;0;ago-1985;3º Trimestre;32-1985;ter
07/08/1985;32;1985;ago;7;0;0;ago-1985;3º Trimestre;32-1985;qua
08/08/1985;32;1985;ago;8;0;0;ago-1985;3º Trimestre;32-1985;qui
09/08/1985;32;1985;ago;9;0;0;ago-1985;3º Trimestre;32-1985;sex
10/08/1985;32;1985;ago;10;0;0;ago-1985;3º Trimestre;32-1985;sáb
11/08/1985;33;1985;ago;11;0;0;ago-1985;3º Trimestre;33-1985;dom
12/08/1985;33;1985;ago;12;0;0;ago-1985;3º Trimestre;33-1985;seg
13/08/1985;33;1985;ago;13;0;0;ago-1985;3º Trimestre;33-1985;ter
14/08/1985;33;1985;ago;14;0;0;ago-1985;3º Trimestre;33-1985;qua
15/08/1985;33;1985;ago;15;0;0;ago-1985;3º Trimestre;33-1985;qui
16/08/1985;33;1985;ago;16;0;0;ago-1985;3º Trimestre;33-1985;sex
17/08/1985;33;1985;ago;17;0;0;ago-1985;3º Trimestre;33-1985;sáb
