pk_cnae;nu_ordem_1;nu_ordem_2;nu_ordem_3;nu_ordem_4;nu_ordem_5;cd_ramo_atividade_1;cd_ramo_atividade_2;cd_ramo_atividade_3;cd_ramo_atividade_4;cd_ramo_atividade_5;de_ramo_atividade_1;de_ramo_atividade_2;de_ramo_atividade_3;de_ramo_atividade_4;de_ramo_atividade_5
1664;0;1;2;3;;4623109;4635401;4744001;4744099;;COMERCIO ATACADISTA DE AGUA MINERAL;COMERCIO ATACADISTA DE ALIMENTOS PARA ANIMAIS;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;
1112;0;1;2;;;4723700;4729699;4789099;;;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;;
2292;0;;;;;8650006;;;;;ATIVIDADES DE FONOAUDIOLOGIA;;;;
479;0;;;;;9601701;;;;;LAVANDERIAS;;;;
862;0;1;;;;5510801;5611201;;;;HOTEIS;RESTAURANTES E SIMILARES;;;
1784;0;1;2;;;1091102;4712100;5611203;;;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;;
1385;0;;;;;1099605;;;;;FABRICACAO DE PRODUTOS PARA INFUSAO CHA MATE ETC;;;;
1734;0;1;2;3;;3314713;4541205;4543900;4789099;;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;MANUTENCAO E REPARACAO DE MAQUINASFERRAMENTA;MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS;
1715;0;1;2;3;4;4755501;4755502;4755503;4763602;4781400;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;COMERCIO VAREJISTA DE TECIDOS
1848;0;1;2;3;4;4723700;4755501;4772500;4789005;7319002;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;COMERCIO VAREJISTA DE TECIDOS;PROMOCAO DE VENDAS
1571;0;1;2;3;4;1414200;2219600;2542000;4771704;4789004;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS;FABRICACAO DE ACESSORIOS DO VESTUARIO EXCETO PARA SEGURANCA E PROTECAO;FABRICACAO DE ARTEFATOS DE BORRACHA NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE ARTIGOS DE SERRALHERIA EXCETO ESQUADRIAS
1113;0;1;;;;0119906;0151201;;;;CRIACAO DE BOVINOS PARA CORTE;CULTIVO DE MANDIOCA;;;
2322;0;1;2;;;1411801;1412601;1412602;;;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;CONFECCAO DE ROUPAS INTIMAS;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;;
1115;0;1;2;;;5611201;5611203;8230001;;;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;RESTAURANTES E SIMILARES;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;;
1116;0;1;2;3;4;4321500;4742300;4744001;4744003;4744099;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS;COMERCIO VAREJISTA DE MATERIAL ELETRICO;INSTALACAO E MANUTENCAO ELETRICA
1553;0;1;2;3;4;4755503;4763601;4772500;4781400;4782201;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
1117;0;1;2;3;;4520005;4729699;4731800;4732600;;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;COMERCIO VAREJISTA DE LUBRIFICANTES;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;
1207;0;1;;;;4681803;4930202;;;;COMERCIO ATACADISTA DE COMBUSTIVEIS DE ORIGEM VEGETAL EXCETO ALCOOL CARBURANTE;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;;;
487;0;1;;;;5611202;9329803;;;;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;EXPLORACAO DE JOGOS DE SINUCA BILHAR E SIMILARES;;;
1473;0;1;2;3;4;8630501;8630502;8630503;8650004;8711503;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;ATIVIDADES DE ASSISTENCIA A DEFICIENTES FISICOS IMUNODEPRIMIDOS E CONVALESCENTES;ATIVIDADES DE FISIOTERAPIA
1118;0;1;;;;8219901;8219999;;;;FOTOCOPIAS;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;;;
2323;0;1;;;;4744099;4754701;;;;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MOVEIS;;;
1120;0;1;2;3;;1053800;4712100;4729699;5611203;;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;
1655;0;1;;;;4712100;4789005;;;;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;;;
1121;0;1;2;;;4781400;5510801;5611201;;;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;HOTEIS;RESTAURANTES E SIMILARES;;
2144;0;1;2;3;4;4744001;4744002;4744003;4744004;4744099;COMERCIO VAREJISTA DE CAL AREIA PEDRA BRITADA TIJOLOS E TELHAS;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS
1122;0;1;2;;;4755502;4763601;4781400;;;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;;
3026;0;1;;;;7311400;8230001;;;;AGENCIAS DE PUBLICIDADE;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;;;
1123;0;1;;;;4520002;4530704;;;;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;;;
1124;0;1;2;3;4;3314711;4661300;4693100;4744001;4744099;COMERCIO ATACADISTA DE MAQUINAS APARELHOS E EQUIPAMENTOS PARA USO AGROPECUARIO PARTES E PECAS;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL SEM PREDOMINANCIA DE ALIMENTOS OU DE INSUMOS AGROPECUARIOS;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA AGRICULTURA E PECUARIA
261;0;;;;;4616800;;;;;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS VESTUARIO CALCADOS E ARTIGOS DE VIAGEM;;;;
2847;0;1;;;;0111302;0119999;;;;CULTIVO DE MILHO;CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE;;;
1520;0;1;2;3;;4222701;4313400;7112000;7732201;;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR EXCETO ANDAIMES;CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA COLETA DE ESGOTO E CONSTRUCOES CORRELATAS EXCETO OBRAS DE IRRIGACAO;OBRAS DE TERRAPLENAGEM;SERVICOS DE ENGENHARIA;
1504;0;;;;;8720499;;;;;ATIVIDADES DE ASSISTENCIA PSICOSSOCIAL E A SAUDE A PORTADORES DE DISTURBIOS PSIQUICOS DEFICIENCIA MENTAL E DEPENDENCIA QUIMICA NAO ESPECIFICADAS ANTERIORMENTE;;;;
1488;0;1;2;3;;1412603;1813001;1813099;4781400;;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;FACCAO DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;IMPRESSAO DE MATERIAL PARA OUTROS USOS;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO;
1483;0;1;2;3;;3511501;3512300;3513100;3514000;;COMERCIO ATACADISTA DE ENERGIA ELETRICA;DISTRIBUICAO DE ENERGIA ELETRICA;GERACAO DE ENERGIA ELETRICA;TRANSMISSAO DE ENERGIA ELETRICA;
1476;0;1;;;;6810201;6810202;;;;ALUGUEL DE IMOVEIS PROPRIOS;COMPRA E VENDA DE IMOVEIS PROPRIOS;;;
1489;0;;;;;8660700;;;;;ATIVIDADES DE APOIO A GESTAO DE SAUDE;;;;
1492;0;1;;;;5611201;5620104;;;;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;RESTAURANTES E SIMILARES;;;
1519;0;1;2;3;4;4614100;4645101;4645102;4645103;4789004;COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO CIRURGICO HOSPITALAR E DE LABORATORIOS;COMERCIO ATACADISTA DE PRODUTOS ODONTOLOGICOS;COMERCIO ATACADISTA DE PROTESES E ARTIGOS DE ORTOPEDIA;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS EQUIPAMENTOS EMBARCACOES E AERONAVES
1521;0;1;;;;1813099;3299099;;;;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;IMPRESSAO DE MATERIAL PARA OUTROS USOS;;;
1538;0;1;2;3;4;1013901;1091102;4711302;4722901;4723700;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE CARNES  ACOUGUES;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;FABRICACAO DE PRODUTOS DE CARNE;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA
1537;0;;;;;6810201;;;;;COMPRA E VENDA DE IMOVEIS PROPRIOS;;;;
1542;0;;;;;4543900;;;;;MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS;;;;
1550;0;1;;;;4783101;4783102;;;;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;;;
1544;0;1;;;;4751200;6203100;;;;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NAOCUSTOMIZAVEIS;;;
1536;0;1;;;;0111302;0151202;;;;CRIACAO DE BOVINOS PARA LEITE;CULTIVO DE MILHO;;;
1526;0;1;2;3;4;4741500;4742300;4744001;4744002;4744099;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MATERIAL ELETRICO;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
1125;0;1;2;3;4;4713002;4744002;4744099;4759899;4789099;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;LOJAS DE VARIEDADES EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
8;0;1;;;;1412601;1412603;;;;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;FACCAO DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;;;
2324;0;1;2;3;;4783101;4783102;4789003;9529106;;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;COMERCIO VAREJISTA DE OBJETOS DE ARTE;REPARACAO DE JOIAS;
1897;0;1;;;;5611202;5620102;;;;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;;;
2938;0;1;2;3;4;2399101;2399199;3101200;4754701;4789001;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;DECORACAO LAPIDACAO GRAVACAO VITRIFICACAO E OUTROS TRABALHOS EM CERAMICA LOUCA VIDRO E CRISTAL;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;FABRICACAO DE OUTROS PRODUTOS DE MINERAIS NAOMETALICOS NAO ESPECIFICADOS ANTERIORMENTE
384;0;1;;;;4781400;4789099;;;;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;;;
144;0;1;2;;;4772500;4781400;9602502;;;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;;
3066;0;1;2;3;4;4742300;4753900;4754703;9512600;9521500;COMERCIO VAREJISTA DE ARTIGOS DE ILUMINACAO;COMERCIO VAREJISTA DE MATERIAL ELETRICO;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
1653;0;1;2;3;4;4530705;4541205;4543900;4732600;4785799;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;COMERCIO VAREJISTA DE LUBRIFICANTES;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS;MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS
2197;0;1;2;3;;4755501;4781400;4782201;4782202;;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE TECIDOS;
1707;0;1;;;;4924800;7721700;;;;ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS;TRANSPORTE ESCOLAR;;;
593;0;;;;;4110700;;;;;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;;;;
1127;0;1;2;3;;5912001;5912099;9001901;9001902;;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;PRODUCAO MUSICAL;PRODUCAO TEATRAL;SERVICOS DE DUBLAGEM;
1128;0;1;;;;5819100;7319099;;;;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE;;;
1129;0;1;;;;6810202;6822600;;;;ALUGUEL DE IMOVEIS PROPRIOS;GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA;;;
1130;0;1;2;3;;4614100;6201501;6204000;6209100;;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS EQUIPAMENTOS EMBARCACOES E AERONAVES;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;
1790;0;1;2;3;4;4651601;4651602;4652400;4751200;4752100;COMERCIO ATACADISTA DE COMPONENTES ELETRONICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA;COMERCIO ATACADISTA DE SUPRIMENTOS PARA INFORMATICA;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
796;0;;;;;7020400;;;;;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;;;;
1218;0;1;2;3;4;3811400;4213800;4712100;4744099;7820500;COLETA DE RESIDUOS NAOPERIGOSOS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;LOCACAO DE MAODEOBRA TEMPORARIA;OBRAS DE URBANIZACAO  RUAS PRACAS E CALCADAS
1131;0;1;;;;1813099;8219999;;;;IMPRESSAO DE MATERIAL PARA OUTROS USOS;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;;;
1233;0;1;;;;6204000;8599604;;;;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;;;
1132;0;1;2;3;4;4763602;4772500;4781400;4782201;4789001;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS
2984;0;1;2;3;4;4623199;4632001;4723700;4784900;4930201;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS;COMERCIO ATACADISTA DE MATERIASPRIMAS AGRICOLAS NAO ESPECIFICADAS ANTERIORMENTE;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL
1237;0;1;;;;3839499;4789099;;;;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;RECUPERACAO DE MATERIAIS NAO ESPECIFICADOS ANTERIORMENTE;;;
1133;0;1;;;;4744004;4744099;;;;COMERCIO VAREJISTA DE CAL AREIA PEDRA BRITADA TIJOLOS E TELHAS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;;;
2081;0;1;2;;;9329899;9430800;9493600;;;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;;
275;0;;;;;4645101;;;;;COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO CIRURGICO HOSPITALAR E DE LABORATORIOS;;;;
2039;0;;;;;6630400;;;;;ATIVIDADES DE ADMINISTRACAO DE FUNDOS POR CONTRATO OU COMISSAO;;;;
80;0;;;;;8112500;;;;;CONDOMINIOS PREDIAIS;;;;
2326;0;1;2;3;4;4120400;4212000;4213800;4222701;4222702;CONSTRUCAO DE EDIFICIOS;CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS;CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA COLETA DE ESGOTO E CONSTRUCOES CORRELATAS EXCETO OBRAS DE IRRIGACAO;OBRAS DE IRRIGACAO;OBRAS DE URBANIZACAO  RUAS PRACAS E CALCADAS
1242;0;1;;;;2330302;2330305;;;;FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO;;;
1135;0;1;2;3;4;4921301;4924800;4929901;4930201;4930202;TRANSPORTE ESCOLAR;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS COM ITINERARIO FIXO MUNICIPAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL
2976;0;1;2;;;0121101;0151201;0151202;;;CRIACAO DE BOVINOS PARA CORTE;CRIACAO DE BOVINOS PARA LEITE;HORTICULTURA EXCETO MORANGO;;
1325;0;1;2;3;4;0161003;0161099;4633801;4724500;4930202;ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE;COMERCIO ATACADISTA DE FRUTAS VERDURAS RAIZES TUBERCULOS HORTALICAS E LEGUMES FRESCOS;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;SERVICO DE PREPARACAO DE TERRENO CULTIVO E COLHEITA;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL
1136;0;1;2;3;4;2511000;2610800;3312102;4744001;4757100;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO EXCETO INFORMATICA E COMUNICACAO;FABRICACAO DE COMPONENTES ELETRONICOS;FABRICACAO DE ESTRUTURAS METALICAS;MANUTENCAO E REPARACAO DE APARELHOS E INSTRUMENTOS DE MEDIDA TESTE E CONTROLE
1137;0;1;;;;1629301;3291400;;;;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA EXCETO MOVEIS;FABRICACAO DE ESCOVAS PINCEIS E VASSOURAS;;;
97;0;;;;;8599601;;;;;FORMACAO DE CONDUTORES;;;;
3064;0;1;2;3;4;4929901;7711000;8129000;9001902;9001906;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;ATIVIDADES DE SONORIZACAO E DE ILUMINACAO;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;PRODUCAO MUSICAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL
1138;0;1;2;;;4723700;5611202;9329803;;;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;COMERCIO VAREJISTA DE BEBIDAS;EXPLORACAO DE JOGOS DE SINUCA BILHAR E SIMILARES;;
2327;0;1;2;3;4;4713002;4755502;4781400;4782201;7319002;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;LOJAS DE VARIEDADES EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;PROMOCAO DE VENDAS
474;0;;;;;1053800;;;;;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;;;;
2978;0;1;;;;3314710;4663000;;;;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL PARTES E PECAS;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA USO GERAL NAO ESPECIFICADOS ANTERIORMENTE;;;
2305;0;1;2;3;;2229399;3292202;3299003;7711000;;FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA OUTROS USOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE EQUIPAMENTOS E ACESSORIOS PARA SEGURANCA PESSOAL E PROFISSIONAL;FABRICACAO DE LETRAS LETREIROS E PLACAS DE QUALQUER MATERIAL EXCETO LUMINOSOS;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;
