pk_location;nm_logradouro;nu_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;latitude;longitude;municipio_uf_pais
2463;RUA YLIDIO FIGUEIREDO;61;05204020;VILA PERUS;SAO PAULO;SP;-23,4094028;-46,7534243;SAO PAULO, SP, BR
2464;RUA SAO SEBASTIAO;265;15825000;CENTRO;PARAISO;SP;-21,0188483;-48,7748439;PARAISO, SP, BR
2465;RUA CHAFARIZ;1027;98920000;CENTRO;HORIZONTINA;RS;-27,6209348;-54,3115925;HORIZONTINA, RS, BR
2466;SQN 306 BLOCO I;;70745090;ASA NORTE;BRASILIA;DF;-15,7707222;-47,8877059;BRASILIA, DF, BR
2467;TRAVESSA 2;;40352680;FAZENDA GRANDE DO RETIRO;SALVADOR;BA;-12,9018021;-38,484296;SALVADOR, BA, BR
2468;RUA LEOPOLDO COUTO DE MAGALHAES JR;700;04542000;ITAIM BIBI;SAO PAULO;SP;-23,5874241;-46,6795835;SAO PAULO, SP, BR
2469;RUA DAS CEREJEIRAS;410;76811498;NOVA FLORESTA;PORTO VELHO;RO;-8,7908892;-63,8776281;PORTO VELHO, RO, BR
2470;RUA SAFIRA;1350;39260000;CENTRO;VARZEA DA PALMA;MG;-17,4888;-44,770458;VARZEA DA PALMA, MG, BR
2471;AVENIDA MARINGA;764;86060000;JARDIM QUEBEC;LONDRINA;PR;-23,3084047;-51,1783325;LONDRINA, PR, BR
2472;RUA GERAL;SN;88200000;ITINGA;TIJUCAS;SC;-27,2407177;-48,6345765;TIJUCAS, SC, BR
2473;RUA JORGELINA GONCALVES MARTINS;70;26290621;VALVERDE;NOVA IGUACU;RJ;-22,7561319;-43,4607419;NOVA IGUACU, RJ, BR
2474;RUA FERNANDES TOURINHO;103;30112000;FUNCIONARIOS;BELO HORIZONTE;MG;-19,9395222;-43,9356552;BELO HORIZONTE, MG, BR
2475;RUA ANTONIO MARIA COELHO;1724;79002221;CENTRO;CAMPO GRANDE;MS;-20,4567768;-54,6134946;CAMPO GRANDE, MS, BR
2476;RUA ROBERTO DE BARROS;91;36013210;CENTRO;JUIZ DE FORA;MG;-21,7545819;-43,3509932;JUIZ DE FORA, MG, BR
2477;RUA DOUTOR ANTONIO TOLENTINO;32;39150000;CENTRO;SERRO;MG;-18,6033652;-43,3790446;SERRO, MG, BR
2478;AVENIDA AMAZONAS;885;30670565;CENTRO;BELO HORIZONTE;MG;-19,9213429;-43,9421514;BELO HORIZONTE, MG, BR
2479;LOCALIDADE FOLHA;27;68509240;NOVA MARABA;MARABA;PA;-5,3811357;-49,1331024;MARABA, PA, BR
2480;RUA DOUTOR FELICIANO SODRE;182;24440440;CENTRO;SAO GONCALO;RJ;-22,8239153;-43,0477664;SAO GONCALO, RJ, BR
2481;RUA ADIB AUADA;354;06700000;GRANJA VIANA;COTIA;SP;-23,5927078;-46,8327337;COTIA, SP, BR
2482;ESTRADA DA TRINDADE;SN;24474000;RECANTO DAS ACACIAS;SAO GONCALO;RJ;-22,8014308;-43,0185757;SAO GONCALO, RJ, BR
2483;AVENIDA VEREADOR GERMINO ALVES;276;74645030;SETOR LESTE VILA NOVA;GOIANIA;GO;-16,6646824;-49,2466569;GOIANIA, GO, BR
2484;RUA FLORENCIO DE ABREU;1145;14015060;CENTRO;RIBEIRAO PRETO;SP;-21,1812865;-47,8054756;RIBEIRAO PRETO, SP, BR
2485;LOCALIDADE ROD GO;206;75813000;SETOR INDUSTRIAL;CACU;GO;-18,5598391;-51,1332652;CACU, GO, BR
2486;SIA QUADRA 7;74;70310500;SETOR DE IND E ABAST;BRASILIA;DF;-15,8471766;-47,9511968;BRASILIA, DF, BR
2487;AVENIDA MANDACARU;1272;87080000;VILA SANTA IZABEL;MARINGA;PR;-23,4036127;-51,9566396;MARINGA, PR, BR
2488;RUA MIGUEL COUTO;475;24346100;SANTA ROSA;NITEROI;RJ;-22,8999108;-43,1024852;NITEROI, RJ, BR
2489;AVENIDA 4;42;65036750;COHAB ANIL II;SAO LUIS;MA;-2,5419863;-44,2167093;SAO LUIS, MA, BR
2490;AVENIDA GETULIO VARGAS;101;89130000;CENTRO;INDAIAL;SC;-26,8941391;-49,2335542;INDAIAL, SC, BR
2491;AVENIDA CANDIDO DE ABREU;660;80530000;CENTRO CIVICO;CURITIBA;PR;-25,4183616;-49,2683626;CURITIBA, PR, BR
2492;AVENIDA INDEPENDENCIA;95;98300970;CENTRO;PALMEIRA DAS MISSOES;RS;-27,8846679;-53,3043176;PALMEIRA DAS MISSOES, RS, BR
2493;RUA CRUZEIRO DOS PEIXOTOS;499;38400608;NOSSA SENHORA APARECIDA;UBERLANDIA;MG;-18,913196;-48,2718616;UBERLANDIA, MG, BR
2494;AVENIDA SHISHIMA HIFUMI;2;12244000;URBANOVA;SAO JOSE DOS CAMPOS;SP;-23,2037663;-45,9463272;SAO JOSE DOS CAMPOS, SP, BR
2495;RUA JOSE MARCIANO;875;38390000;CENTRO;CENTRALINA;MG;-18,5852601;-49,1933578;CENTRALINA, MG, BR
2496;RODOVIA B BTA MINEIROS DO TIETE;1;17340000;VILA NOVA;BARRA BONITA;SP;-22,472994;-48,5637543;BARRA BONITA, SP, BR
2497;RUA BELGICA;1989;86181090;CENTRO;CAMBE;PR;-23,2763519;-51,2855083;CAMBE, PR, BR
2498;AVENIDA JOAQUIM RIBEIRO;1111;50980000;CAXANGA;RECIFE;PE;-8,0228625;-34,9627985;RECIFE, PE, BR
2499;RUA CANARIO;906;04521004;VILA UBERABINHA;SAO PAULO;SP;-23,6031519;-46,6688462;SAO PAULO, SP, BR
2500;RODOVIA ARTUR BERNARDES;876;66825000;TAPANA ICOARACI;BELEM;PA;-1,3436341;-48,4783124;BELEM, PA, BR
2501;ESTRADA DA BARRA DE MAMANGUAPE;SN;58297000;RIO TINTO;RIO TINTO;PB;-6,8078347;-35,0767469;RIO TINTO, PB, BR
2502;RODOVIA BR 373;;85140000;DISTRITO DE CORVO BRANCO 2;CANDOI;PR;-25,6675666;-52,1248116;CANDOI, PR, BR
2503;AVENIDA SETE DE SETEMBRO;446;45190000;CENTRO;PLANALTO;BA;-14,6685319;-40,4705201;PLANALTO, BA, BR
2504;RUA SETE DE ABRIL;277;01043000;REPUBLICA;SAO PAULO;SP;-23,5455614;-46,6416683;SAO PAULO, SP, BR
2505;RUA GENERAL POTIGUARA;2900;81330320;FAZENDINHA;CURITIBA;PR;-25,4789102;-49,3251794;CURITIBA, PR, BR
2506;RUA BUFALO;25;34007778;JARDIM CANADA;NOVA LIMA;MG;-20,0688734;-43,9828739;NOVA LIMA, MG, BR
2507;RUA VINICIUS DE MORAES;255;98900000;ALIANCA;SANTA ROSA;RS;-27,8517997;-54,4703104;SANTA ROSA, RS, BR
2508;AVENIDA PADRE EDMILSON SOBRINHO;311;48860000;CENTRO;QUEIMADAS;BA;-10,969791;-39,6230226;QUEIMADAS, BA, BR
2509;QND 27;;72120270;TAGUATINGA;BRASILIA;DF;-15,801519;-47,860297;BRASILIA, DF, BR
2510;LOCALIDADE AREA DA ACOMINAS;SN;36420000;CENTRO DE TREINAM;OURO BRANCO;MG;-20,524712;-43,6930725;OURO BRANCO, MG, BR
2511;RUA PRESIDENTE PRUDENTE;207;09972300;ELDORADO;DIADEMA;SP;-23,6864548;-46,6240956;DIADEMA, SP, BR
2512;RUA ILHA BELA;313;07243470;PARQUE DAS NACOES;GUARULHOS;SP;-23,4390149;-46,4123679;GUARULHOS, SP, BR
2513;AVENIDA SETE DE SETEMBRO;5426;80240000;BATEL;CURITIBA;PR;-25,4464937;-49,2901718;CURITIBA, PR, BR
2514;QNP 30 CONJUNTO U;;72236021;CEILANDIA;BRASILIA;DF;-15,801519;-47,860297;BRASILIA, DF, BR
2515;RUA CASEMIRO MITCZUK;545;81270170;CIDADE INDUSTRIAL;CURITIBA;PR;-25,4602826;-49,3528115;CURITIBA, PR, BR
2516;AVENIDA ALCINDO CACELA;68;66033080;CONDOR;BELEM;PA;-1,4369199;-48,479016;BELEM, PA, BR
2517;RUA CICERO MARIA;52;59338000;CENTRO;TENENTE LAURENTINO CRUZ;RN;-6,1484902;-36,7183183;TENENTE LAURENTINO CRUZ, RN, BR
2518;RUA ARI BARROSO;43;29119290;ATAIDE;VILA VELHA;ES;-20,3450983;-40,3225648;VILA VELHA, ES, BR
2519;RUA DOUTOR EMILIO DE MAIA;698;57100000;LOURENCO;RIO LARGO;AL;-9,4836427;-35,8578716;RIO LARGO, AL, BR
2520;RUA TERTULIANO;162;32041690;LINDA VISTA;CONTAGEM;MG;-19,9093257;-44,0686442;CONTAGEM, MG, BR
2521;RUA CORONEL FERNANDES;2238;97650000;DOUTOR AYUB;ITAQUI;RS;-29,1371946;-56,5424209;ITAQUI, RS, BR
2522;SITIO AGUA MOLHADA;SN;18760000;TRES RANCHOS;CERQUEIRA CESAR;SP;-23,0384814;-49,1659897;CERQUEIRA CESAR, SP, BR
2523;RUA DAS TRINCHEIRAS;171;58011000;CENTRO;JOAO PESSOA;PB;-7,1243105;-34,8846179;JOAO PESSOA, PB, BR
2524;EQNN 24 BLOCO C;;72220583;CEILANDIA;BRASILIA;DF;-15,801519;-47,860297;BRASILIA, DF, BR
2525;SITIO BOA VISTA;SN;18240000;BAIRRO BOA VISTA;ANGATUBA;SP;-23,4948382;-48,4137924;ANGATUBA, SP, BR
2526;RUA RIO DOS BOIS;SN;75603970;CENTRO;PORTEIRAO;GO;-17,8154088;-50,1649341;PORTEIRAO, GO, BR
2527;RUA OSMIDIO DE OLIVEIRA;1088A;69750000;PRAIA;SAO GABRIEL DA CACHOEIRA;AM;-0,1350461;-67,0795278;SAO GABRIEL DA CACHOEIRA, AM, BR
2528;ALAMEDA ITANHAEM;381;18085180;JARDIM SAIRA;SOROCABA;SP;-23,478238;-47,4365654;SOROCABA, SP, BR
2529;AVENIDA MARINA;385;11730970;CENTRO;MONGAGUA;SP;-24,0937372;-46,6209395;MONGAGUA, SP, BR
2530;AVENIDA PAULISTA;1159;01311921;PARAISO;SAO PAULO;SP;-23,5646305;-46,6536007;SAO PAULO, SP, BR
2531;RUA DOUTOR NELSON DA VEIGA;1603;15053600;JARDIM CASTELINHO;SAO JOSE DO RIO PRETO;SP;-20,7750826;-49,355528;SAO JOSE DO RIO PRETO, SP, BR
2532;RUA PIO;1141;91420220;BOM JESUS;PORTO ALEGRE;RS;-30,0508237;-51,1592821;PORTO ALEGRE, RS, BR
2533;AVENIDA MARECHAL CAMPOS;676;29042755;BAIRRO GURIGICA;VITORIA;ES;-20,3045714;-40,3141669;VITORIA, ES, BR
2534;AVENIDA CORONEL ESTEVAM;1355;59030000;ALECRIM;NATAL;RN;-5,7967667;-35,2173177;NATAL, RN, BR
2535;RUA 1;430;95600000;LOTEAMENTO MACIEL;TAQUARA;RS;-29,5602676;-50,7288852;TAQUARA, RS, BR
2536;RUA JOAQUIM RIBEIRO;220;62011020;CENTRO;SOBRAL;CE;-3,6920757;-40,3511351;SOBRAL, CE, BR
2537;SITIO SANTO AGOSTINHO;11;15410000;BELA VISTA;CAJOBI;SP;-20,8718112;-48,8196226;CAJOBI, SP, BR
2538;AVENIDA JOSE BONIFACIO;579;56512001;SAO CRISTOVAO;ARCOVERDE;PE;-8,4172658;-37,0614274;ARCOVERDE, PE, BR
2539;RUA DA CONCEICAO;212;24020083;CENTRO;NITEROI;RJ;-22,8943793;-43,1184375;NITEROI, RJ, BR
2540;AVENIDA FERNANDO LUIZ HENRIQUE;435;58037050;BESSA;JOAO PESSOA;PB;-7,0934185;-34,8358405;JOAO PESSOA, PB, BR
2541;TRAVESSA DELFINO SANTANA;57;29200270;CENTRO;GUARAPARI;ES;-20,6707063;-40,4973158;GUARAPARI, ES, BR
2542;RUA XV DE NOVEMBRO;3171;15015110;CENTRO;SAO JOSE DO RIO PRETO;SP;-20,8136303;-49,3806537;SAO JOSE DO RIO PRETO, SP, BR
2543;SITIO SANTO ANTONIO;SN;17740000;AGUA LIMPA;RINOPOLIS;SP;-21,7288743;-50,7243816;RINOPOLIS, SP, BR
2544;PRACA CONEGO VITOR;191A;37190000;CENTRO;TRES PONTAS;MG;-21,3670559;-45,5128917;TRES PONTAS, MG, BR
2545;RUA JOSE RUBENILDO DA SILVA;SN;58108152;RENASCER II;CABEDELO;PB;-7,0730266;-34,8498772;CABEDELO, PB, BR
2546;AVENIDA SAO RAFAEL;2737;41253190;SAO MARCOS;SALVADOR;BA;-12,9268817;-38,436557;SALVADOR, BA, BR
2547;RUA SAO JOAO;99;46360000;CENTRO;PINDAI;BA;-14,4925803;-42,6863747;PINDAI, BA, BR
2548;RUA ARMANDO BRIAO;49;96160000;CENTRO;CAPAO DO LEAO;RS;-31,7602396;-52,4380972;CAPAO DO LEAO, RS, BR
2549;RUA OSVALDO ARANHA;1930;95780000;CENTRO;MONTENEGRO;RS;-29,6788164;-51,4481467;MONTENEGRO, RS, BR
2550;RUA BACKER;646;01541000;CAMBUCI;SAO PAULO;SP;-23,570716;-46,6189022;SAO PAULO, SP, BR
2551;RODOVIA RAPOSO TAVARES;23600;06709015;LAGEADINHO;COTIA;SP;-23,592619;-46,833538;COTIA, SP, BR
2552;AVENIDA ANA COSTA;79;11060000;VILA MATIAS;SANTOS;SP;-23,9470069;-46,3300755;SANTOS, SP, BR
2553;LOCALIDADE ARSE;101;77016524;CENTRO;PALMAS;TO;-10,249091;-48,3242858;PALMAS, TO, BR
2554;AVENIDA EXTREMIDADE;99;39280000;SANTO EXPEDITO;BURITIZEIRO;MG;-17,3624793;-44,9663359;BURITIZEIRO, MG, BR
2555;RUA EXTREMOZ;88;59152543;NOVA PARNAMIRIM;PARNAMIRIM;RN;-5,9115545;-35,2713164;PARNAMIRIM, RN, BR
2556;CORONEL ALVES TEIXEIRA;910;60130000;ALDEOTA;FORTALEZA;CE;-3,7461933;-38,5132054;FORTALEZA, CE, BR
2557;RUA PINTO ALVES;310;33400000;MANGUEIRAS;LAGOA SANTA;MG;-19,6243592;-43,8939612;LAGOA SANTA, MG, BR
2558;RODOVIA DO ACUCAR;SN;13403884;TAQUARAL;PIRACICABA;SP;-22,7533582;-47,5978932;PIRACICABA, SP, BR
2559;RUA DO SERRO;1305;33010350;CENTRO;SANTA LUZIA;MG;-19,7769977;-43,8485953;SANTA LUZIA, MG, BR
2560;RUA GENERAL BACELAR;196;96200370;CENTRO;RIO GRANDE;RS;-32,0319847;-52,0922876;RIO GRANDE, RS, BR
2561;AVENIDA DUQUE DE CAXIAS;71;88715000;CENTRO;JAGUARUNA;SC;-28,615415;-49,0253003;JAGUARUNA, SC, BR
2562;RUA SAO LUIZ;1431;95420000;CENTRO;JAQUIRANA;RS;-28,8815983;-50,3641803;JAQUIRANA, RS, BR
2563;RUA ALMIRANTE HELENO NUNES;309;22795020;RECREIO DOS BANDEIRANTES;RIO DE JANEIRO;RJ;-23,0294083;-43,4785395;RIO DE JANEIRO, RJ, BR
2564;RUA BRAZILIO MACHADO NETO;411;14031290;JARDIM MARCHESI;RIBEIRAO PRETO;SP;-21,204677;-47,8353102;RIBEIRAO PRETO, SP, BR
2565;RUA VEREADOR AMILCAR ROVERI;61;15828000;CENTRO;PALMARES PAULISTA;SP;-21,0850693;-48,7998091;PALMARES PAULISTA, SP, BR
2566;TRAVESSA FREITAS CAVALCANTE;SN;57480000;CENTRO;DELMIRO GOUVEIA;AL;-9,3863935;-37,9968347;DELMIRO GOUVEIA, AL, BR
2567;RUA 6;22;65058039;CIDADE OPERARIA;SAO LUIS;MA;-2,5658744;-44,310556;SAO LUIS, MA, BR
2568;PRACA SETE DE FEVEREIRO;83;03358020;VILA FORMOSA;SAO PAULO;SP;-23,563385;-46,5516624;SAO PAULO, SP, BR
2569;PRACA CORUMBA;132;59124790;POTENGI;NATAL;RN;-5,7500354;-35,2429436;NATAL, RN, BR
2570;RUA 7 DE SETEMBRO;203;77804040;CENTRO;ARAGUAINA;TO;-7,1895077;-48,2077132;ARAGUAINA, TO, BR
2571;AVENIDA DON PEDRO I;72;09110000;VILA AMERICA;SANTO ANDRE;SP;-23,6654105;-46,5151277;SANTO ANDRE, SP, BR
2572;RUA PAULITA;422;93700000;;CAMPO BOM;RS;-29,6695086;-51,054622;CAMPO BOM, RS, BR
2573;RUA PELOTAS;411;90220110;FLORESTA;PORTO ALEGRE;RS;-30,0240613;-51,2119018;PORTO ALEGRE, RS, BR
2574;RUA HEITOR LIBERATO;1312;88304101;SAO JOAO;ITAJAI;SC;-26,9063384;-48,6714164;ITAJAI, SC, BR
2575;RUA FIGUEIREDO MAGALHAES;885;22031000;COPACABANA;RIO DE JANEIRO;RJ;-22,9649633;-43,1904827;RIO DE JANEIRO, RJ, BR
2576;AVENIDA LEITE DE CASTRO;538;36301180;FABRICAS;SAO JOAO DEL REI;MG;-21,125787;-44,2484774;SAO JOAO DEL REI, MG, BR
2577;RUA PROFESSOR HENRIQUE FIRMEZA;900;60000000;CAIS DO PORTO;FORTALEZA;CE;-3,7212617;-38,4715697;FORTALEZA, CE, BR
2578;RUA JOAQUIM NABUCO;566;19010071;CENTRO;PRESIDENTE PRUDENTE;SP;-22,1228228;-51,3874806;PRESIDENTE PRUDENTE, SP, BR
2579;AVENIDA MARIO PEDRO VERCELLINO;361;18550000;CENTRO;BOITUVA;SP;-23,2860188;-47,6790285;BOITUVA, SP, BR
2580;B AGUA COMPRIDA;SN;12900005;BRAGANCA PAULISTA;BRAGANCA PAULISTA;SP;-22,9862209;-46,4537256;BRAGANCA PAULISTA, SP, BR
2581;AVENIDA ANTONIO PIRANGA;3220;09900000;CANHEMA;DIADEMA;SP;-23,6799947;-46,5965769;DIADEMA, SP, BR
2582;RUA DA CONSOLACAO;319;01301000;CONSOLACAO;SAO PAULO;SP;-23,5478653;-46,6444026;SAO PAULO, SP, BR
2583;RUA PROFESSOR LAUMAR SANTOS;305;38706301;PLANALTO;PATOS DE MINAS;MG;-18,6299272;-46,4952496;PATOS DE MINAS, MG, BR
2584;RUA SALVADOR DE MENDONCA;51;20261030;RIO COMPRIDO;RIO DE JANEIRO;RJ;-22,9035393;-43,2095869;RIO DE JANEIRO, RJ, BR
2585;AVENIDA RUI BARBOSA;1101;28013000;CENTRO;CAMPOS DOS GOYTACAZES;RJ;-21,7557504;-41,3223461;CAMPOS DOS GOYTACAZES, RJ, BR
2586;AVENIDA DO ESTADO;5749;03105000;MOOCA;SAO PAULO;SP;-23,5589222;-46,6144861;SAO PAULO, SP, BR
2587;ESTACAO ROD SHOPPING CENTER;SN;14030549;VILA TIBERIO;RIBEIRAO PRETO;SP;-21,1704008;-47,8103238;RIBEIRAO PRETO, SP, BR
2588;AVENIDA PIRACICAMIRIM;2313;13417780;PIRACICAMIRIM;PIRACICABA;SP;-22,7316496;-47,6355093;PIRACICABA, SP, BR
2589;RUA QUINTINO BOCAIUVA;436;13735008;BRAS;MOCOCA;SP;-21,4690934;-46,9993372;MOCOCA, SP, BR
2590;AVENIDA SAO SEBASTIAO;156;90830420;NONOAI;PORTO ALEGRE;RS;-30,0913174;-51,2238718;PORTO ALEGRE, RS, BR
2591;AVENIDA GETULIO VARGAS;266;87010000;ZONA 02;MARINGA;PR;-23,4214679;-51,9379627;MARINGA, PR, BR
2592;RUA MUNHOZ DA ROCHA;26;87750000;CENTRO;ALTO PARANA;PR;-25,4032212;-49,2902854;ALTO PARANA, PR, BR
2593;PRACA OLIMPIO CAMPOS;94;49290000;CENTRO;ITABAIANINHA;SE;-11,2750411;-37,7879303;ITABAIANINHA, SE, BR
2594;RUA DO CORCOVADO;229;13405190;SANTA TEREZINHA;PIRACICABA;SP;-22,6761142;-47,6853234;PIRACICABA, SP, BR
2595;RUA HERMINIO BLACKMAM;351;29027080;BONFIM;VITORIA;ES;-20,301371;-40,3126941;VITORIA, ES, BR
2596;AVENIDA CUIABA;SN;68005180;;SANTAREM;PA;-2,4300972;-54,7345086;SANTAREM, PA, BR
2597;RUA DO CABECA;10;40060902;DOIS DE JULHO CENTRO;SALVADOR;BA;-12,9818173;-38,5148376;SALVADOR, BA, BR
2598;RUA ARGEU TORRES;110;96405050;CANDIOTA;BAGE;RS;-31,3301424;-54,1004622;BAGE, RS, BR
2599;RUA BARAO DO RIO BRANCO;11;58500000;;MONTEIRO;PB;-7,8887727;-37,1171012;MONTEIRO, PB, BR
2600;RUA RIBEIRAO PRETO;223;06780190;ARRAIAL PAULISTA;TABOAO DA SERRA;SP;-23,6214355;-46,7908675;TABOAO DA SERRA, SP, BR
2601;ALAMEDA SIMAO BOLIVAR;SN;79311600;CRISTO REDENTOR;CORUMBA;MS;-19,0082185;-57,6557154;CORUMBA, MS, BR
2602;RUA E;32;19820000;VILA AGUA BONITA;TARUMA;SP;-23,6003571;-46,8806633;TARUMA, SP, BR
2603;ALAMEDA DOS TANGARAS;15;34000000;RESIDENCIAL SUL;NOVA LIMA;MG;-19,9875936;-43,8463113;NOVA LIMA, MG, BR
2604;EQNP 28 BLOCO F;101;72235566;CEILANDIA;BRASILIA;DF;-15,801519;-47,860297;BRASILIA, DF, BR
2605;RUA AUBE;577;89200000;BOA VISTA;JOINVILLE;SC;-26,3045459;-48,838;JOINVILLE, SC, BR
2606;RUA RICARDO BORGES;1550;67033009;CENTRO;ANANINDEUA;PA;-1,4003511;-48,4076243;ANANINDEUA, PA, BR
2607;AVENIDA DAS PALMEIRAS;177;84130000;COLONIA FRANCESA;PALMEIRA;PR;-25,4433491;-50,0122038;PALMEIRA, PR, BR
2608;RUA VIRGILIO BRANDAO;92;60526640;AUTRAN NUNES;FORTALEZA;CE;-3,7492341;-38,5956347;FORTALEZA, CE, BR
2609;RUA JOSE CARDOSO DE LIMA;SN;47850000;CENTRO;LUIS EDUARDO MAGALHAES;BA;-12,0891147;-45,7955655;LUIS EDUARDO MAGALHAES, BA, BR
2610;RUA PRESIDENTE PRUDENTE;SN;78320000;MODULO 6;JUINA;MT;-11,4190244;-58,7859283;JUINA, MT, BR
2611;RUA SAO PAULO;825;35012240;CENTRO;GOVERNADOR VALADARES;MG;-18,8557337;-41,9494993;GOVERNADOR VALADARES, MG, BR
2612;RUA TUPINAMBAS;588;09991090;VILA CONCEICAO;DIADEMA;SP;-23,6970383;-46,6146966;DIADEMA, SP, BR
2613;QS 410 CONJUNTO F;;72343152;SAMAMBAIA NORTE SAMAMBAIA;BRASILIA;DF;-15,8621585;-48,0776569;BRASILIA, DF, BR
2614;RUA DUQUE DE CAXIAS;600;87260000;CENTRO;ARARUNA;PR;-23,9296591;-52,4942263;ARARUNA, PR, BR
2615;RUA IGUAPE;664;14090092;JARDIM PAULISTA;RIBEIRAO PRETO;SP;-21,1787087;-47,7906551;RIBEIRAO PRETO, SP, BR
2616;RUA ORVILE DERBY DUTRA;154;36051400;SANTA RITA DE CASSIA;JUIZ DE FORA;MG;-21,7403004;-43,3427219;JUIZ DE FORA, MG, BR
2617;VILA LAGEDO DE BAIXO;SN;62200000;ZONA RURAL;NOVA RUSSAS;CE;-4,706193;-40,56248;NOVA RUSSAS, CE, BR
2618;RUA SANTA CRUZ;338;37002090;CENTRO;VARGINHA;MG;-21,5522262;-45,4407237;VARGINHA, MG, BR
2619;AVENIDA ORESTES FEDRIZZI;SN;78360000;DISTRITO INDUSTRIAL PINDORAMA;CAMPO NOVO DO PARECIS;MT;-13,6592549;-57,8929903;CAMPO NOVO DO PARECIS, MT, BR
2620;RUA ESTEVES DE FREITAS;66;49200000;BOMFIM;ESTANCIA;SE;-11,2632848;-37,4426806;ESTANCIA, SE, BR
2621;AVENIDA DO FORTE;SN;50721110;CORDEIRO;RECIFE;PE;-8,069959;-34,8805045;RECIFE, PE, BR
2622;RUA EUCLIDES BARROSO;745;62700000;CENTRO;CANINDE;CE;-4,3542631;-39,323019;CANINDE, CE, BR
2623;AVENIDA BRAZ LEME;2242;02022010;SANTANA;SAO PAULO;SP;-23,5039509;-46,6386273;SAO PAULO, SP, BR
2624;RUA NAUTAS;115;92025530;NOSSA SENHORA DAS GRACAS;CANOAS;RS;-29,9347561;-51,1612943;CANOAS, RS, BR
2625;RUA SENADOR JAIME;2282;74525010;VILA SAO FRANCISCO;GOIANIA;GO;-16,6599903;-49,2790944;GOIANIA, GO, BR
2626;AVENIDA MARGINAL ESQUERDA;2000;14600000;DISTRITO INDUSTRIAL;SAO JOAQUIM DA BARRA;SP;-20,5852816;-47,8643745;SAO JOAQUIM DA BARRA, SP, BR
2627;RUA CAPITAO ANTONIO CARLOS;SN;73860000;SETOR NORTE;SAO DOMINGOS;GO;-13,4003166;-46,3222146;SAO DOMINGOS, GO, BR
2628;RUA ISABEL DE GAMBOA;58;05105040;VILA SANTA EDWIGES;SAO PAULO;SP;-23,5138475;-46,756957;SAO PAULO, SP, BR
2629;SITIO RIBEIRO GRANDE A;SN;18950000;ZONA RURAL;IPAUSSU;SP;-23,0552782;-49,623678;IPAUSSU, SP, BR
2630;RUA EDMUNDO CALHEIROS;539;65076390;SAO FRANCISCO;SAO LUIS;MA;-2,5120753;-44,3045453;SAO LUIS, MA, BR
2631;RUA DOUTOR POTY MEDEIROS;110;90570030;MOINHOS DE VENTO;PORTO ALEGRE;RS;-30,0247822;-51,1985709;PORTO ALEGRE, RS, BR
2632;RUA LEOPOLDO;1200;93950000;PRIMAVERA;DOIS IRMAOS;RS;-29,5802015;-51,0939019;DOIS IRMAOS, RS, BR
2633;FAZENDA RODOVIA RAPOSO TAVARES SENTIDO P PRUDENTE ASSI;SN;19600000;GARDENIA;RANCHARIA;SP;-22,2302991;-50,8950739;RANCHARIA, SP, BR
2634;RUA ODORICO MENDES;345;52031080;CAMPO GRANDE;RECIFE;PE;-8,0351936;-34,8805089;RECIFE, PE, BR
2635;AVENIDA FRANCISCO GLICERIO;2331;13023101;VILA ITAPURA;CAMPINAS;SP;-22,8962899;-47,0666292;CAMPINAS, SP, BR
2636;RUA CAETANO FURQUIM;44;27700000;CENTRO;VASSOURAS;RJ;-22,4084109;-43,6612681;VASSOURAS, RJ, BR
2637;AVENIDA MANOEL RIBAS;200;84550000;ALTO DA GLORIA;REBOUCAS;PR;-25,4231888;-49,2807204;REBOUCAS, PR, BR
2638;RUA BRAGANTINA;SN;59124530;POTENGI;NATAL;RN;-5,7471376;-35,2446272;NATAL, RN, BR
2639;RUA BAHIA;344;15800110;CENTRO;CATANDUVA;SP;-21,1362665;-48,9742311;CATANDUVA, SP, BR
2640;AVENIDA 15 DE NOVEMBRO;1290;95150000;CENTRO;NOVA PETROPOLIS;RS;-29,3766703;-51,1123191;NOVA PETROPOLIS, RS, BR
2641;RUA GUARANESIA;450;02112000;VILA MARIA BAIXA;SAO PAULO;SP;-23,5197796;-46,5922494;SAO PAULO, SP, BR
2642;RUA 15;37;76550000;CENTRO;PORANGATU;GO;-13,4311694;-49,1428101;PORANGATU, GO, BR
2643;RUA JOSE MARQUES;307;14140000;CONJUNTO JOAO BERBEL;CRAVINHOS;SP;-21,3388337;-47,7465684;CRAVINHOS, SP, BR
2644;RUA TEREZA ACKEL;50;03639040;PENHA DE FRANCA;SAO PAULO;SP;-23,5242597;-46,5387728;SAO PAULO, SP, BR
2645;ESTRADA DA MARACACUERA;;66815140;DISTRITO INDUSTRIAL DE ICOARACI;BELEM;PA;-1,3002584;-48,4481284;BELEM, PA, BR
2646;RUA DOM MOURA;179;55790000;CENTRO;TAQUARITINGA DO NORTE;PE;-7,8880914;-36,0924385;TAQUARITINGA DO NORTE, PE, BR
2647;AVENIDA LIVIO MALZONE;SN;68560000;COMERCIAL;SANTANA DO ARAGUAIA;PA;-9,8;-36,35;SANTANA DO ARAGUAIA, PA, BR
2648;RUA 13 DE JANEIRO;667;97610000;CENTRO;SAO FRANCISCO DE ASSIS;RS;-29,5512099;-55,1292425;SAO FRANCISCO DE ASSIS, RS, BR
