pk_location;nm_logradouro;nu_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;latitude;longitude;municipio_uf_pais
2279;RODOVIA SP 127;;18218000;TURVO GRAMADINHO;ITAPETININGA;SP;-23,6035028;-48,0465439;ITAPETININGA, SP, BR
2280;AVENIDA PRESIDENTE CASTELO BRANCO;1885;54440050;CANDEIAS;JABOATAO DOS GUARARAPES;PE;-8,2083293;-34,9197507;JABOATAO DOS GUARARAPES, PE, BR
2281;RUA EUGENIO FONTAINHA;195A;36051000;MANOEL HONORIO;JUIZ DE FORA;MG;-21,7402473;-43,3473243;JUIZ DE FORA, MG, BR
2282;AVENIDA SAO LUIZ;1295;97935000;CENTRO;MATO QUEIMADO;RS;-28,2568925;-54,619219;MATO QUEIMADO, RS, BR
2283;RUA JOSE PAULO VILAC;125;13076690;TAQUARAL;CAMPINAS;SP;-22,8841322;-47,0493598;CAMPINAS, SP, BR
2284;SIA QUADRA 4;SN;71200045;SETOR INDUSTRIA;BRASILIA;DF;-15,801519;-47,860297;BRASILIA, DF, BR
2285;AVENIDA NEWTON FEREIRA;SN;62810000;CENTRO;ICAPUI;CE;-4,7117598;-37,3540986;ICAPUI, CE, BR
2286;RUA BRASIL;314;15800030;CENTRO;CATANDUVA;SP;-21,1332906;-48,9713293;CATANDUVA, SP, BR
2287;RUA MONSENHOR DE ANDRADE;916;03009100;BRAS;SAO PAULO;SP;-23,5373033;-46,6222199;SAO PAULO, SP, BR
2288;AVENIDA ZERO HORA;1464;94858000;JARDIM ALGARVE;ALVORADA;RS;-30,0343392;-51,072271;ALVORADA, RS, BR
2289;ESTRADA RIBAMAR;18;65110000;MAIOBINHA;SAO JOSE DE RIBAMAR;MA;-2,5483024;-44,0821479;SAO JOSE DE RIBAMAR, MA, BR
2290;RUA SETE;25;78048000;JARDIM NOVA CONQUIST;CUIABA;MT;-15,6419295;-56,039808;CUIABA, MT, BR
2291;RUA ANTONIO DUQUESA;89;63590000;FLAMENGO;SABOEIRO;CE;-6,2941232;-39,7678517;SABOEIRO, CE, BR
2292;AVENIDA BOQUEIRAO;382;92410350;IGARA;CANOAS;RS;-29,9037753;-51,1739801;CANOAS, RS, BR
2293;RUA DOMINGOS TAVOLARO;90;11609033;CENTRO;SAO SEBASTIAO;SP;-23,8008079;-45,4036159;SAO SEBASTIAO, SP, BR
2294;RUA CELESTE;39;13052052;JARDIM AIRES DA COSTA;CAMPINAS;SP;-22,9580233;-47,1191529;CAMPINAS, SP, BR
2295;RUA DO CONDONIZ;18;44480000;CENTRO;JAGUARIPE;BA;-13,1130811;-38,8960733;JAGUARIPE, BA, BR
2296;AVENIDA CATARINA ELLER;876;36976000;CENTRO;ALTO JEQUITIBA;MG;-20,4267378;-41,9644965;ALTO JEQUITIBA, MG, BR
2297;RUA DESEMBARGADOR GOMES PARENTE;413;60720550;PARANGABA;FORTALEZA;CE;-3,7745094;-38,57395;FORTALEZA, CE, BR
2298;RUA AGOSTINHO LATTARI;773;03125080;PARQUE DA MOOCA;SAO PAULO;SP;-23,5810764;-46,5904915;SAO PAULO, SP, BR
2299;RUA PRINCESA ISABEL;636B;29153150;PORTO DE SANTANA;CARIACICA;ES;-20,2660457;-40,4218121;CARIACICA, ES, BR
2300;RUA JOSE FERNANDO PANTOJA;475;96495000;DARIO LASSANCE;CANDIOTA;RS;-31,5520478;-53,6778151;CANDIOTA, RS, BR
2301;AVENIDA JOAO PESSOA;510B;14078480;JARDIM AEROPORTO;RIBEIRAO PRETO;SP;-21,1424775;-47,7656603;RIBEIRAO PRETO, SP, BR
2302;RUA PAULO SERGIO;751;32371090;AGUA BRANCA;CONTAGEM;MG;-19,9278861;-44,0385541;CONTAGEM, MG, BR
2303;RUA MANUEL VERGUEIRO;72;04855090;JARDIM BELCITO;SAO PAULO;SP;-23,7636687;-46,6869036;SAO PAULO, SP, BR
2304;RUA CANDIDO ARAUJO;121;31060160;BOA VISTA;BELO HORIZONTE;MG;-19,8945772;-43,9088438;BELO HORIZONTE, MG, BR
2305;RUA ANTONIO BENTO DA SILVA;;88316630;ITAIPAVA;ITAJAI;SC;-26,9466347;-48,7488512;ITAJAI, SC, BR
2306;RUA MOACIR JARDIM;1627;35670000;NOSSA SRA DO ROSARIO;MATEUS LEME;MG;-19,9913006;-44,4219039;MATEUS LEME, MG, BR
2307;RUA DIONISIO CERQUEIRA;163;89980000;CENTRO;CAMPO ERE;SC;-26,3886984;-53,0685912;CAMPO ERE, SC, BR
2308;RUA BERILO;72;06642250;NOVA HIGIENOPOLIS;JANDIRA;SP;-23,5547863;-46,8787486;JANDIRA, SP, BR
2309;RUA JOAO MESQUITA;;15010020;PARQUE INDUSTRIAL;SAO JOSE DO RIO PRETO;SP;-20,8004531;-49,3853865;SAO JOSE DO RIO PRETO, SP, BR
2310;RODOVIA BR 262;40;36900000;BOM JARDIM;MANHUACU;MG;-20,2646005;-42,0358273;MANHUACU, MG, BR
2311;RUA JUTAIRANA;51;03587090;CIDADE LIDER;SAO PAULO;SP;-23,555639;-46,4843244;SAO PAULO, SP, BR
2312;RUA VERBO DIVINO;522;04719001;GRANJA JULIETA;SAO PAULO;SP;-23,6352284;-46,701331;SAO PAULO, SP, BR
2313;RUA DAS FLECHAS;99;04364030;JARDIM PRUDENCIA;SAO PAULO;SP;-23,6467325;-46,6723679;SAO PAULO, SP, BR
2314;RUA EUGENIO ANDRADE EGAS;201;13573284;TIJUCO PRETO;SAO CARLOS;SP;-21,998908;-47,8864072;SAO CARLOS, SP, BR
2315;RUA JEQUIE;217;06180110;VILA QUITAUNA;OSASCO;SP;-23,5270543;-46,811011;OSASCO, SP, BR
2316;AVENIDA NACOES UNIDAS;697;68908188;JULIAO RAMOS;MACAPA;AP;0,046523;-51,0562353;MACAPA, AP, BR
2317;AVENIDA CASTELO BRANCO;80;38780000;INDEPENDENCIA;VAZANTE;MG;-17,9923011;-46,904767;VAZANTE, MG, BR
2318;RUA ARISTIDES FREITAS;266;96843222;PEDREIRA;SANTA CRUZ DO SUL;RS;-29,7397731;-52,4466415;SANTA CRUZ DO SUL, RS, BR
2319;RUA JOSE BONIFACIO;723;13690970;CENTRO;DESCALVADO;SP;-21,903897;-47,6207556;DESCALVADO, SP, BR
2320;RUA PADRE LUZ MATOS;SN;73840000;BEM BOM;CAMPOS BELOS;GO;-13,017997;-46,7091767;CAMPOS BELOS, GO, BR
2321;RUA LAUDELINO XAVIER;SN;47750000;CENTRO;BREJOLANDIA;BA;-12,4846233;-43,9614341;BREJOLANDIA, BA, BR
2322;RUA SENADOR NABUCO;261;20551230;VILA ISABEL;RIO DE JANEIRO;RJ;-22,9138674;-43,2569018;RIO DE JANEIRO, RJ, BR
2323;RUA NATALE PAZIN;333;15560000;CENTRO;PONTES GESTAL;SP;-20,1829708;-49,7025847;PONTES GESTAL, SP, BR
2324;RUA MONSENHOR ANDRADE;947;03009100;BRAS;SAO PAULO;SP;-23,5370752;-46,6224611;SAO PAULO, SP, BR
2325;ESTRADA DO PAIOL;534;18140000;SAO JOAO NOVO;SAO ROQUE;SP;-23,5307758;-47,1353997;SAO ROQUE, SP, BR
2326;RUA ANTONIO SAMPAIO FERRAZ;186;03547060;CIDADE PATRIARCA;SAO PAULO;SP;-23,5381376;-46,5112928;SAO PAULO, SP, BR
2327;ESTRADA PIEDADE A TAPIRAI;SN;18170000;LIBERDADE;PIEDADE;SP;-23,7144314;-47,4260259;PIEDADE, SP, BR
2328;RUA GABRIEL GOMES;SN;73770000;NOVO HORIZONTE;ALTO PARAISO DE GOIAS;GO;-14,1335555;-47,5215168;ALTO PARAISO DE GOIAS, GO, BR
2329;RUA DOUTOR AFONSO BACELAR;63;65620000;CENTRO;COELHO NETO;MA;-4,2576335;-43,0157602;COELHO NETO, MA, BR
2330;AVENIDA FILTROS MANN;670;13344580;JARDIM TROPICAL;INDAIATUBA;SP;-23,1169722;-47,219709;INDAIATUBA, SP, BR
2331;AVENIDA EGIDIO MARTINS;189;03390010;VILA PRIMAVERA;SAO PAULO;SP;-23,5924604;-46,5264327;SAO PAULO, SP, BR
2332;RUA ARUANA;SN;74912200;JARDIM BELA VISTA;APARECIDA DE GOIANIA;GO;-16,7381639;-49,2361732;APARECIDA DE GOIANIA, GO, BR
2333;RUA TREZE DE MAIO;1352;37570971;CENTRO;OURO FINO;MG;-22,2810099;-46,3772553;OURO FINO, MG, BR
2334;AVENIDA FRANQUEIRA;198;37517000;CENTRO;MARIA DA FE;MG;-22,3082438;-45,3730693;MARIA DA FE, MG, BR
2335;RUA RAINHA ELIZABETH;12;65082141;ALTO ESPERANCA;SAO LUIS;MA;-2,5474343;-44,3132578;SAO LUIS, MA, BR
2336;9A RUA CERRO AZUL;1211;95880000;PINHEIROS;ESTRELA;RS;-29,4994892;-51,9480482;ESTRELA, RS, BR
2337;RUA PROFESSORA CREMILDE DE OLIVEIRA;102;88095560;JARDIM ATLANTICO;FLORIANOPOLIS;SC;-27,5832166;-48,6010525;FLORIANOPOLIS, SC, BR
2338;ESTRADA AGUAS NEGRAS IT;SN;88400000;AGUAS NEGRAS;ITUPORANGA;SC;-27,4032602;-49,6074744;ITUPORANGA, SC, BR
2339;RUA SETE DE SETEMBRO;120;88352000;SANTA RITA;BRUSQUE;SC;-27,0888821;-48,9055855;BRUSQUE, SC, BR
2340;RUA ETIENE STAVIARSKI;279;88890000;CENTRO;GRAO PARA;SC;-28,1865802;-49,2130837;GRAO PARA, SC, BR
2341;RUA EMILIA DE JESUS;252;26260290;DOM RODRIGO;NOVA IGUACU;RJ;-22,7590681;-43,4777894;NOVA IGUACU, RJ, BR
2342;SITIO NOSSA SENHORA APARECIDA;SN;17780000;MIL ALQUEIRES;LUCELIA;SP;-21,7186744;-51,0219868;LUCELIA, SP, BR
2343;RUA EDUARDO SILVA;109;28460000;CENTRO;MIRACEMA;RJ;-21,4221383;-42,2039985;MIRACEMA, RJ, BR
2344;RUA A NOVO IGUAPE;33;45658440;IGUAPE;ILHEUS;BA;-14,7935051;-39,0463797;ILHEUS, BA, BR
2345;RUA DAS HORTAS;380;65020270;CENTRO;SAO LUIS;MA;-2,5289404;-44,2955444;SAO LUIS, MA, BR
2346;RODOVIA BR 158;;85340000;INTERIOR;RIO BONITO DO IGUACU;PR;-25,4887239;-52,5277164;RIO BONITO DO IGUACU, PR, BR
2347;AVENIDA FLORES DA CUNHA;400;96395000;CENTRO;CERRITO;RS;-31,8537447;-52,8160557;CERRITO, RS, BR
2348;AVENIDA VINTE E DOIS DE ABRIL;509;55195572;BELA VISTA;SANTA CRUZ DO CAPIBARIBE;PE;-7,9453192;-36,2126976;SANTA CRUZ DO CAPIBARIBE, PE, BR
2349;RUA JOAO VENZON NETO;105;95032200;SANTA CATARINA;CAXIAS DO SUL;RS;-29,1503319;-51,1991327;CAXIAS DO SUL, RS, BR
2350;RUA JOAO GOULART;784;97105220;CAMOBI;SANTA MARIA;RS;-29,7010588;-53,7144422;SANTA MARIA, RS, BR
2351;AVENIDA PROFESSOR JOSE BARRETO;81;06715125;PORTAO;COTIA;SP;-23,6035334;-46,9195502;COTIA, SP, BR
2352;RUA MANOEL ALMEIDA RAMOS;197;13275431;JARDIM SAO PEDRO;VALINHOS;SP;-22,9839633;-46,9865131;VALINHOS, SP, BR
2353;RUA DOS CRISTAIS;27;78556971;JARDIM DO OURO;SINOP;MT;-11,8730439;-55,4981782;SINOP, MT, BR
2354;SITIO SANTA ADELAIDE;SN;18960000;CACHOEIRA;BERNARDINO DE CAMPOS;SP;-23,0147985;-49,4731864;BERNARDINO DE CAMPOS, SP, BR
2355;RUA JOAQUIM NABUCO;102;57051410;FAROL;MACEIO;AL;-9,651539;-35,731213;MACEIO, AL, BR
2356;RUA SETE DE ABRIL;252;01044000;REPUBLICA;SAO PAULO;SP;-23,5455132;-46,6412553;SAO PAULO, SP, BR
2357;RUA BRIGADEIRO IVO BORGES;6;92420050;SAO LUIS;CANOAS;RS;-29,8881592;-51,1796313;CANOAS, RS, BR
2358;AVENIDA LUIS DE MATOS;108;26255510;LUZ;NOVA IGUACU;RJ;-22,7604853;-43,4623202;NOVA IGUACU, RJ, BR
2359;RUA 47;;76380302;PARQUE BANDEIRANTES;GOIANESIA;GO;-15,3302138;-49,1060808;GOIANESIA, GO, BR
2360;RUA CRISTIANO FLISCH;81;36201016;MANSOES;BARBACENA;MG;-21,222914;-43,7791376;BARBACENA, MG, BR
2361;RUA PARANGABA;13;41750115;ARMACAO;SALVADOR;BA;-12,9771275;-38,440352;SALVADOR, BA, BR
2362;RUA DOUTOR FRANCISCO DE ASSIS VELOSO;SN;58058510;MANGABEIRA VII;JOAO PESSOA;PB;-7,1699448;-34,8260514;JOAO PESSOA, PB, BR
2363;AVENIDA AFONSO PENA;3355;30130008;SERRA;BELO HORIZONTE;MG;-19,93994;-43,9254302;BELO HORIZONTE, MG, BR
2364;RUA SEBASTIAO DE QUADROS;52;39660000;CAXAMBU;TURMALINA;MG;-17,2867843;-42,7340561;TURMALINA, MG, BR
2365;SITIO LAGOA REDONDA;SN;57620000;ZONA RURAL;IGACI;AL;-9,5287917;-36,6741487;IGACI, AL, BR
2366;RUA DO CAMPO;SN;58324000;ACAU CENTRO;PITIMBU;PB;-7,4714725;-34,8122891;PITIMBU, PB, BR
2367;RUA TIBURCIO TARGINO;SN;61700000;CENTRO;AQUIRAZ;CE;-3,907514;-38,3863218;AQUIRAZ, CE, BR
2368;RUA CONSELHEIRO PEDREIRA;624;89239200;CENTRO PIRABEIRABA;JOINVILLE;SC;-26,2042337;-48,9074522;JOINVILLE, SC, BR
2369;RUA DOMINGOS DA CRUZ;26;08461570;JARDIM SAO PAULO;SAO PAULO;SP;-23,5608079;-46,4007157;SAO PAULO, SP, BR
2370;RUA JOAO ROCHA;317;61652020;MARECHAL RONDON JUREMA;CAUCAIA;CE;-3,7676764;-38,6267809;CAUCAIA, CE, BR
2371;FAZENDA PAIOL DO ITAGACABA;SN;12701970;ITAGACABA;CRUZEIRO;SP;-22,5818063;-44,9463471;CRUZEIRO, SP, BR
2372;RUA VITAL BRASIL;742;13076415;JARDIM BELA VISTA;CAMPINAS;SP;-22,8746253;-47,0432218;CAMPINAS, SP, BR
2373;RUA IBSEN DA COSTA MANSO;81;13070078;JARDIM CHAPADAO;CAMPINAS;SP;-22,8902429;-47,0799811;CAMPINAS, SP, BR
2374;RUA COLOMBO;286;80540250;JUVEVE;CURITIBA;PR;-25,4085237;-49,262296;CURITIBA, PR, BR
2375;AVENIDA GETULIO VARGAS;156;35620000;CENTRO;ABAETE;MG;-19,1566883;-45,4478632;ABAETE, MG, BR
2376;RODOVIA BR 135;;39230000;CENTRO;BUENOPOLIS;MG;-17,8739574;-44,1730214;BUENOPOLIS, MG, BR
2377;AVENIDA IPIRANGA;337;01046010;CENTRO;SAO PAULO;SP;-23,545165;-46,6438072;SAO PAULO, SP, BR
2378;ESTRADA DO COPIUVA;2345;06330000;VILA DA OPORTUNIDADE;CARAPICUIBA;SP;-23,56139;-46,8314897;CARAPICUIBA, SP, BR
2379;AVENIDA MINAS GERAIS;2448;86813250;SEDE;APUCARANA;PR;-23,5568098;-51,4426355;APUCARANA, PR, BR
2380;AVENIDA PROFESSOR MANOEL MARTINS;633;36400000;CAMPO ALEGRE;CONSELHEIRO LAFAIETE;MG;-20,6532863;-43,7896893;CONSELHEIRO LAFAIETE, MG, BR
2381;RUA TCHECOSLOVAQUIA;32;13455470;JARDIM EUROPA I;SANTA BARBARA D OESTE;SP;-22,7274012;-47,3684657;SANTA BARBARA D OESTE, SP, BR
2382;RUA CRISTINA DE OLIVEIRA;11;65058844;VILA JANAINA;SAO LUIS;MA;-2,5391099;-44,2829046;SAO LUIS, MA, BR
2383;RUA SAVINO TRIPODI;212;83250000;ALEXANDRA;PARANAGUA;PR;-25,5165725;-48,5229975;PARANAGUA, PR, BR
2384;RUA DOUTOR JOAO DE AZEVEDO;11;37500020;BAIRRO MORRO CHIC;ITAJUBA;MG;-22,4234538;-45,4610334;ITAJUBA, MG, BR
2385;RODOVIA PRESIDENTE CASTELO BRANCO;SN;06421300;JARDIM MARIA CRISTINA;BARUERI;SP;-23,5049223;-46,871295;BARUERI, SP, BR
2386;RUA CONDE PEREIRA CARNEIRO;SN;41100010;PERNAMBUES;SALVADOR;BA;-12,9689919;-38,4648206;SALVADOR, BA, BR
2387;RUA DOS TAPES;41;01527050;LIBERDADE;SAO PAULO;SP;-23,5623495;-46,6307839;SAO PAULO, SP, BR
2388;AVENIDA MARINS;400;13403151;GLEBA CALIFORNIA;PIRACICABA;SP;-22,7239061;-47,6752909;PIRACICABA, SP, BR
2389;RUA VICENTE SIEBRA;2555;62500000;VIOLETE;ITAPIPOCA;CE;-3,4837236;-39,5742329;ITAPIPOCA, CE, BR
2390;RUA DA TELECEARA;5;63185000;DISTRITO DE CARIUTABA;FARIAS BRITO;CE;-6,9267723;-39,5736764;FARIAS BRITO, CE, BR
2391;RUA JOAO DE CARVALHO;82;01512030;LIBERDADE;SAO PAULO;SP;-23,5535212;-46,6300317;SAO PAULO, SP, BR
2392;RUA AMAZONIA;299;54460610;BARRA DE JANGADA;JABOATAO DOS GUARARAPES;PE;-8,131981;-35,0316476;JABOATAO DOS GUARARAPES, PE, BR
2393;RUA PRESIDENTE LUCENA;3089;93600000;CENTRO;ESTANCIA VELHA;RS;-29,6473715;-51,1733963;ESTANCIA VELHA, RS, BR
2394;RUA CANDIDO FALCAO;70;97670970;CENTRO;SAO BORJA;RS;-28,6504007;-56,0070907;SAO BORJA, RS, BR
2395;RUA GOMES PITA;40;45345000;CENTRO;JAGUAQUARA;BA;-13,5284902;-39,9686376;JAGUAQUARA, BA, BR
2396;RUA PROFESSORA ODETE DA SILVEIRA;34;58075310;ERNESTO GEISEL;JOAO PESSOA;PB;-7,1782573;-34,8688863;JOAO PESSOA, PB, BR
2397;AVENIDA ITALO ADAMI;549;08574020;VILA URSULINA;ITAQUAQUECETUBA;SP;-23,4851538;-46,3499122;ITAQUAQUECETUBA, SP, BR
2398;RUA FRANCISCO PAULI;744;89280000;OXFORD;SAO BENTO DO SUL;SC;-26,2192261;-49,408332;SAO BENTO DO SUL, SC, BR
2399;RUA DESEMBARGADOR FELIX CANDIDO;1372;60000000;JOQUEI CLUBE;FORTALEZA;CE;-3,7763842;-38,5814312;FORTALEZA, CE, BR
2400;RUA CURUPAITIS;704;80310180;SANTA QUITERIA;CURITIBA;PR;-25,4560519;-49,3078857;CURITIBA, PR, BR
2401;AVENIDA IRAI;143;04082000;INDIANOPOLIS;SAO PAULO;SP;-23,6088864;-46,6651678;SAO PAULO, SP, BR
2402;RUA 35;285;76382208;SETOR SUL;GOIANESIA;GO;-15,3199161;-49,1137793;GOIANESIA, GO, BR
2403;RUA DORVALINO DEMO;SN;88717000;CENTRO;SANGAO;SC;-28,6399197;-49,1244862;SANGAO, SC, BR
2404;RUA RAIMUNDO COSTA;785;62870970;CENTRO;PACAJUS;CE;-4,1756251;-38,4626177;PACAJUS, CE, BR
2405;RUA HELEODORO ALVES SALGUEIRO;387;79902258;SANTA IZABEL;PONTA PORA;MS;-22,5266773;-55,7143006;PONTA PORA, MS, BR
2406;AVENIDA 1;;65150000;MALVINAS;ROSARIO;MA;-2,9410162;-44,2494085;ROSARIO, MA, BR
2407;ESTRADA DO MIRIM;2487;13347460;FAZENDA SANTA IRMA;INDAIATUBA;SP;-23,08821;-47,2234438;INDAIATUBA, SP, BR
2408;RUA OTACILIO DE SOUZA;732;79091700;CONJUNTO UNIAO;CAMPO GRANDE;MS;-20,4796878;-54,6649849;CAMPO GRANDE, MS, BR
2409;RUA 33;427A;76380022;CENTRO;GOIANESIA;GO;-15,3309189;-49,1150265;GOIANESIA, GO, BR
2410;RUA ARTHUR FELDMANN;642;88420000;CENTRO;AGROLANDIA;SC;-27,4064389;-49,8241069;AGROLANDIA, SC, BR
2411;RUA ROBERTO GRUENDLING;417;96880970;CENTRO;VERA CRUZ;RS;-29,7177762;-52,4975954;VERA CRUZ, RS, BR
2412;AVENIDA PRESIDENTE KENNEDY;55;64052335;SAO CRISTOVAO;TERESINA;PI;-5,0803962;-42,7750051;TERESINA, PI, BR
2413;RUA LINDOLFO BARBOSA;57;41390405;VILA CANARIA;SALVADOR;BA;-12,9099738;-38,4425599;SALVADOR, BA, BR
2414;AVENIDA ROCHA POMBO;1905;83010620;CENTRO;SAO JOSE DOS PINHAIS;PR;-25,5346118;-49,1872007;SAO JOSE DOS PINHAIS, PR, BR
2415;CONJUNTO PIRAJA;15;41290540;PIRAJA;SALVADOR;BA;-12,9170257;-38,4658639;SALVADOR, BA, BR
2416;AVENIDA OSMUNDO DOS SANTOS PELLEGRINI;1467;13211745;RECANTO QUARTO CENTENARIO;JUNDIAI;SP;-23,183047;-46,919124;JUNDIAI, SP, BR
2417;RUA SIDERAL;82;06528155;JARDIM CELESTE;SANTANA DE PARNAIBA;SP;-23,406717;-46,8978648;SANTANA DE PARNAIBA, SP, BR
2418;RUA RAIMUNDO NONATO;61;62940000;CENTRO;MORADA NOVA;CE;-5,1196799;-38,3560552;MORADA NOVA, CE, BR
2419;RUA CORONEL JOAQUIM BEZERRA;15;55120000;CENTRO;RIACHO DAS ALMAS;PE;-8,1348722;-35,8620209;RIACHO DAS ALMAS, PE, BR
2420;ACESSO NAO CONSTA NAO;;55805000;NAO CONSTA;TRACUNHAEM;PE;-7,8031351;-35,2372257;TRACUNHAEM, PE, BR
2421;RUA ASSIS BRASIL;151;85854140;VILA PORTES;FOZ DO IGUACU;PR;-25,5214001;-54,5884233;FOZ DO IGUACU, PR, BR
2422;RUA CERQUEIRA CESAR;158;07012010;CENTRO;GUARULHOS;SP;-23,4714794;-46,5298683;GUARULHOS, SP, BR
2423;RUA DOS NAVEGANTES;525;51021010;BOA VIAGEM;RECIFE;PE;-8,127561;-34,89891;RECIFE, PE, BR
2424;AVENIDA JOAO PESSOA GUERRA;2070;53900970;RIO AMBAR;ILHA DE ITAMARACA;PE;-7,7525211;-34,8252882;ILHA DE ITAMARACA, PE, BR
2425;RUA BRASIL;185;11410320;PITANGUEIRAS;GUARUJA;SP;-23,9978741;-46,2617902;GUARUJA, SP, BR
2426;FAZENDA MERGULHAO;SN;14490000;MERGULHAO MORANGA;RIFAINA;SP;-20,0807296;-47,4295515;RIFAINA, SP, BR
2427;AVENIDA SENADOR FEIJO;566;11015500;CENTRO;SANTOS;SP;-23,9487651;-46,3272324;SANTOS, SP, BR
2428;RUA OSVALDO ARANHA;180;85200000;PITANGUINHA;PITANGA;PR;-24,7564329;-51,772201;PITANGA, PR, BR
2429;AVENIDA TOWER AUTOMOTIVE;701;07430350;PORTAO;ARUJA;SP;-23,3969682;-46,3204265;ARUJA, SP, BR
2430;AVENIDA JOSE HERCULANO;5740A;11668600;PORTO NOVO;CARAGUATATUBA;SP;-23,6968573;-45,4405301;CARAGUATATUBA, SP, BR
2431;RUA RODOLFO JACOB;507;30640480;BARREIRO;BELO HORIZONTE;MG;-19,9768977;-44,0129184;BELO HORIZONTE, MG, BR
2432;RUA ARACAJU;186;13460000;JARDIM SAO JORGE;NOVA ODESSA;SP;-22,7875562;-47,2811509;NOVA ODESSA, SP, BR
2433;RUA FELISBELA CAETANO;88;62663000;SAO JOAQUIM;UMIRIM;CE;-3,6769195;-39,3468642;UMIRIM, CE, BR
2434;PRACA DEPUTADO DARCY MARINHO;78;77900000;CENTRO;TOCANTINOPOLIS;TO;-6,3248673;-47,4228183;TOCANTINOPOLIS, TO, BR
2435;RUA ESPIRITO SANTO;1067;14055030;IPIRANGA;RIBEIRAO PRETO;SP;-21,1573636;-47,8216039;RIBEIRAO PRETO, SP, BR
2436;TRECHO POPULAR;35;96170000;BARRA;SAO LOURENCO DO SUL;RS;-31,3692776;-51,9644441;SAO LOURENCO DO SUL, RS, BR
2437;AVENIDA NICOLAU JACINTO;308;03687010;JARDIM ARTUR ALVIM;SAO PAULO;SP;-23,52602;-46,4857027;SAO PAULO, SP, BR
2438;RUA SERAFIM POLI;247;02169010;JARDIM ANDARAI;SAO PAULO;SP;-23,5199876;-46,5775829;SAO PAULO, SP, BR
2439;CHACARA BAIRRO BARREIRO;SN;18270001;BARREIRO;TATUI;SP;-23,3513263;-47,8450502;TATUI, SP, BR
2440;RUA 8;;60767680;MONDUBIM;FORTALEZA;CE;-3,7294922;-38,5992953;FORTALEZA, CE, BR
2441;AVENIDA DA PAZ;1799;15055500;JARDIM AMERICA;SAO JOSE DO RIO PRETO;SP;-20,7964949;-49,3647794;SAO JOSE DO RIO PRETO, SP, BR
2442;RUA INAJAROBA;131;04511040;VILA NOVA CONCEICAO;SAO PAULO;SP;-23,5968712;-46,6650467;SAO PAULO, SP, BR
2443;AVENIDA DOUTOR ARMANDO PANNUNZIO;480;18050000;JARDIM VERA CRUZ;SOROCABA;SP;-23,5176946;-47,4901407;SOROCABA, SP, BR
2444;AVENIDA ALBERTO MARANHAO;6;59600185;ALTO DA CONCEICAO;MOSSORO;RN;-5,2125693;-37,3578783;MOSSORO, RN, BR
2445;RUA MAJOR WALTER CARLOSON;539;05567050;JARDIM SAO JORGE;SAO PAULO;SP;-23,5926326;-46,7886104;SAO PAULO, SP, BR
2446;AVENIDA CANDIDO HARTMANN;1285;80710570;MERCES;CURITIBA;PR;-25,4273147;-49,2983615;CURITIBA, PR, BR
2447;AVENIDA PEDRO LESSA;1203;11025001;PONTA DA PRAIA;SANTOS;SP;-23,9745563;-46,3042503;SANTOS, SP, BR
2448;AVENIDA SENADOR SALGADO FILHO;2638;59064000;CANDELARIA;NATAL;RN;-5,8261198;-35,2099082;NATAL, RN, BR
2449;RUA SANTA RITA;1969;78890000;SAO JOSE 1;SORRISO;MT;-12,5586682;-55,7141296;SORRISO, MT, BR
2450;CONJUNTO GLEBA H;;42806340;LAMA PRETA;CAMACARI;BA;-12,6971776;-38,3331983;CAMACARI, BA, BR
2451;AVENIDA FAB;1062;68900909;CENTRAL;MACAPA;AP;0,0409528;-51,0593755;MACAPA, AP, BR
2452;AVENIDA CENTRAL;827;95588000;BALNEARIO DE ATLANTIDA;XANGRI LA;RS;-29,7777604;-50,0317918;XANGRI LA, RS, BR
2453;RUA DANIEL;75;69015503;ZUMBI DOS PALMARES;MANAUS;AM;-3,1276488;-59,9959223;MANAUS, AM, BR
2454;TRAVESSA DOS TAMOIOS;32;20397220;FLAMENGO;RIO DE JANEIRO;RJ;-22,9346804;-43,1768423;RIO DE JANEIRO, RJ, BR
2455;AVENIDA BUCAR NETO;66;64800002;CENTRO;FLORIANO;PI;-6,7737857;-43,0090337;FLORIANO, PI, BR
2456;AVENIDA CONSELHEIRO RODRIGUES ALVES;948;04014002;VILA MARIANA;SAO PAULO;SP;-23,5854885;-46,6469588;SAO PAULO, SP, BR
2457;AVENIDA DO ESTADO;1800;88338640;ARIRIBA;BALNEARIO CAMBORIU;SC;-26,9742092;-48,6390309;BALNEARIO CAMBORIU, SC, BR
2458;RUA REAL;206;50910090;JARDIM SAO PAULO;RECIFE;PE;-8,0854424;-34,9418627;RECIFE, PE, BR
2459;RUA ARMANDO S OLIVEIRA;22;07401345;VILA RIMAN;ARUJA;SP;-23,3936989;-46,3205265;ARUJA, SP, BR
2460;AVENIDA NOVE DE ABRIL;3514;11520000;VILA NOVA;CUBATAO;SP;-23,8973325;-46,4216722;CUBATAO, SP, BR
2461;RUA TAVARES DE MELO;122A;36400970;CENTRO;CONSELHEIRO LAFAIETE;MG;-20,6601145;-43,7899331;CONSELHEIRO LAFAIETE, MG, BR
2462;ESTRADA SERVIDAO;10;13324320;HARAS PAINEIRAS;SALTO;SP;-23,207137;-47,3108096;SALTO, SP, BR
